"ID","statistic","p_value","p_adjust"
"218656_s_at",18.3368886837774,1.81129966590513e-37,8.47468692168945e-36
"209209_s_at",19.3502633220288,2.90436617258981e-37,1.31892393249373e-35
"209621_s_at",19.5338293836194,3.33054976738066e-37,1.42843578912104e-35
"226834_at",18.703400944664,3.27228559069889e-37,1.42843578912104e-35
"211571_s_at",18.2032857386095,4.07025069785559e-37,1.69850461553758e-35
"228640_at",18.1368180638829,4.41080765264899e-37,1.79218079360264e-35
"201842_s_at",18.0821943569248,4.70449283504509e-37,1.86249665059221e-35
"211597_s_at",18.1047453337705,6.77932504328459e-37,2.61681946670785e-35
"213429_at",18.1908907417978,8.43342537252551e-37,3.17590457931204e-35
"212154_at",18.0040221540268,8.7226352038843e-37,3.20660684638032e-35
"204619_s_at",17.9709199642452,8.97826912424824e-37,3.22382500647425e-35
"216321_s_at",17.9912154837659,9.26967845248612e-37,3.25281443878149e-35
"203817_at",18.0938269515853,9.64795779402017e-37,3.31032151865936e-35
"225651_at",17.9380254137103,1.0103608554533e-36,3.39129817569543e-35
"201616_s_at",17.8153202643257,2.12679032581265e-36,6.98673247458453e-35
"201843_s_at",19.38305845651,2.42783750599254e-36,7.80954397760933e-35
"205168_at",20.0663020870831,2.66913477070434e-36,8.08067467836765e-35
"208131_s_at",20.3483146289236,2.56886319178757e-36,8.08067467836765e-35
"227566_at",17.858763205521,2.62214893097276e-36,8.08067467836765e-35
"238478_at",21.0619192331749,3.20143907012657e-36,9.50581139283735e-35
"205880_at",19.7324544628867,3.48426021860535e-36,1.01300751969948e-34
"212298_at",17.7996417973415,3.54290194713549e-36,1.01300751969948e-34
"212262_at",18.12415717645,5.15530532659001e-36,1.44723480441e-34
"226066_at",18.2064548168354,6.01651070465583e-36,1.65883795142654e-34
"202995_s_at",17.6671858293529,7.60705772385668e-36,2.06057844309381e-34
"201147_s_at",17.7242978376139,8.27190759165671e-36,2.20203884853758e-34
"201617_x_at",17.5055231116812,9.10057431475051e-36,2.38157402406352e-34
"214844_s_at",19.5577519454083,1.15250275063117e-35,2.96577374495754e-34
"225968_at",19.1435323676158,1.23141628766052e-35,3.11689630843908e-34
"210517_s_at",17.4566518815914,1.25536832133598e-35,3.12627207764959e-34
"203695_s_at",19.3746784310741,1.4070437805731e-35,3.44837396381725e-34
"213905_x_at",17.4458432589899,1.51056427748931e-35,3.64423631944297e-34
"201141_at",17.4670443573046,1.58746156504174e-35,3.77083177911454e-34
"224694_at",17.3387322598938,2.51750864036838e-35,5.88944445564967e-34
"203083_at",17.2585452303006,4.49969398220942e-35,1.03694440425841e-33
"222877_at",19.643705054809,5.06655582139514e-35,1.15040620415207e-33
"217967_s_at",17.3878800004855,5.36591464639045e-35,1.20072061072853e-33
"228827_at",18.7393158316173,5.74333158437506e-35,1.26681485232501e-33
"238623_at",18.6003477984089,1.50345943380974e-34,3.26949488141161e-33
"218502_s_at",17.019354773881,1.77207795436944e-34,3.80012272437002e-33
"201431_s_at",16.9351419266098,2.17168113927151e-34,4.55028772544248e-33
"204359_at",18.7645946399479,2.18083738136492e-34,4.55028772544248e-33
"221730_at",16.8853736964081,2.34587665931445e-34,4.82937808264201e-33
"228080_at",19.4567662088846,2.56406547324412e-34,5.20910143511699e-33
"209656_s_at",16.884754883863,2.69045109750399e-34,5.39487856434566e-33
"201150_s_at",16.8683510975491,2.75476244250498e-34,5.42282147438988e-33
"204051_s_at",17.4490271105173,2.7746301585285e-34,5.42282147438988e-33
"204939_s_at",18.6551801808571,2.89977219697268e-34,5.59656034015727e-33
"229802_at",16.9259161536367,3.94676203927726e-34,7.52321060326431e-33
"228176_at",17.2336747212869,4.21623769508318e-34,7.93886707464442e-33
"227070_at",16.8448210352113,4.72425630570717e-34,8.78825510362875e-33
"203688_at",16.8994936886936,5.0338046054567e-34,9.25261227479183e-33
"209283_at",19.1627508249108,5.86333297089797e-34,1.06505718906664e-32
"1555229_a_at",16.7849187230941,7.04895575049074e-34,1.26553345101834e-32
"201261_x_at",16.83316761724,7.60924868367399e-34,1.35042298478076e-32
"226517_at",16.9754184429548,8.30744906506839e-34,1.45757969959836e-32
"209897_s_at",17.1044854396541,8.49665748156058e-34,1.47402687095837e-32
"202765_s_at",17.5868640230386,1.37484373061062e-33,2.35862080006977e-32
"212263_at",16.5782472301796,1.40098202165163e-33,2.37705081475837e-32
"225790_at",19.8490895012459,2.02317328777162e-33,3.39541256121673e-32
"219087_at",16.598001419096,2.97425410992397e-33,4.88537058055596e-32
"226152_at",17.5118905315797,2.96482749152422e-33,4.88537058055596e-32
"225021_at",16.7252447362019,3.65376986276534e-33,5.93833754537861e-32
"221019_s_at",19.7606441944223,3.69947244187906e-33,5.94998484402215e-32
"225946_at",18.8112156812047,4.21468606716003e-33,6.64028090581132e-32
"226777_at",17.0223693668602,4.20021130794356e-33,6.64028090581132e-32
"226769_at",16.6638018515444,5.17065390657901e-33,7.98348963175799e-32
"230722_at",19.6551174491821,5.16627914865175e-33,7.98348963175799e-32
"202994_s_at",16.7072830844642,5.96974922680861e-33,9.05118139466255e-32
"207191_s_at",16.7278616382766,5.97940739802837e-33,9.05118139466255e-32
"230130_at",16.5619404944801,7.51307839016758e-33,1.12623233343871e-31
"213800_at",16.9769368037837,9.29202132183609e-33,1.3795077808572e-31
"212397_at",16.2106680544745,1.01432391186681e-32,1.49153916183082e-31
"204464_s_at",16.2227021173036,1.0282658221535e-32,1.49777587679718e-31
"212764_at",16.6415239441796,1.08665717087312e-32,1.56803614189542e-31
"213122_at",18.8099463265845,1.5954282517973e-32,2.28087150071763e-31
"209524_at",16.3187933205772,1.79008587250972e-32,2.52503154955389e-31
"226103_at",18.16043840352,1.79892144074435e-32,2.52503154955389e-31
"219778_at",18.2577911386318,2.14587269006874e-32,2.98488957969922e-31
"204894_s_at",16.9225362692928,2.1929101446244e-32,3.02308327080364e-31
"227376_at",17.5208834817807,2.55759697788269e-32,3.49462808305387e-31
"209946_at",17.8975561402989,3.15887942089214e-32,4.27834195250654e-31
"205100_at",18.4625064456529,3.31926916161482e-32,4.45647963959416e-31
"207233_s_at",17.0540688379321,3.46980099708379e-32,4.61842477542876e-31
"232458_at",16.547192158587,4.24703566214853e-32,5.6046350960319e-31
"212233_at",16.8380063731095,4.68095240107997e-32,6.12490720954871e-31
"225681_at",16.0981350742852,6.28523205484949e-32,8.15495654847698e-31
"228333_at",17.7353620213848,7.16470189000624e-32,9.2185830984747e-31
"204069_at",17.236655961727,7.24908568036522e-32,9.25007296734207e-31
"221942_s_at",16.3762094237322,7.74590338386248e-32,9.80301215138006e-31
"235318_at",18.3903093122522,8.43939414562633e-32,1.05938411063797e-30
"211959_at",16.3712540490887,9.41995637148645e-32,1.17293650303025e-30
"244050_at",15.719567952038,1.73887004506994e-31,2.14785227967039e-30
"212464_s_at",16.4766097060864,2.02125622535216e-31,2.47684096186011e-30
"218718_at",15.5998673045875,2.19648265963969e-31,2.67036946967219e-30
"1552309_a_at",17.5952032017487,2.26429170709307e-31,2.73130187168102e-30
"203603_s_at",17.0070252094402,2.50079362559532e-31,2.99319795187533e-30
"212489_at",15.5511657584392,3.18265718433594e-31,3.78001745585746e-30
"201430_s_at",15.5343426873178,3.2222277638797e-31,3.79780127284753e-30
"213316_at",18.1557960881173,3.82941248156959e-31,4.4792521754117e-30
"206026_s_at",15.6107664850346,3.93424292001765e-31,4.56727148008064e-30
"226311_at",15.517570652903,4.26927935162979e-31,4.91922934247492e-30
"215049_x_at",16.2422232881654,5.56182583831492e-31,6.36108081063573e-30
"201792_at",16.4933011331949,9.54358878801614e-31,1.08347802122771e-29
"1555778_a_at",15.5076867043573,9.73722003203452e-31,1.09739180507017e-29
"203645_s_at",15.8373813976966,1.14034930232895e-30,1.27586907448979e-29
"227623_at",18.1163600252074,1.35393586856688e-30,1.50394027414911e-29
"209596_at",15.4084747078301,1.45379871425067e-30,1.60333229628788e-29
"212526_at",16.8233155930529,1.61394452568755e-30,1.76732648770324e-29
"220272_at",17.5228366557861,3.36479068567385e-30,3.65861747794397e-29
"221276_s_at",16.9114076653064,5.18201216406007e-30,5.59512362329283e-29
"206584_at",14.9954285316945,5.99404566413167e-30,6.42694896209674e-29
"225285_at",15.6444044963924,6.15450600596465e-30,6.55348777462719e-29
"204688_at",14.9973452506591,7.30609026223177e-30,7.72644066088072e-29
"221747_at",17.7396990888897,8.6905597417453e-30,9.12804370153383e-29
"226676_at",15.1629999569422,8.933665441499e-30,9.3199861092395e-29
"214511_x_at",17.0210033650806,9.06476680130007e-30,9.39328855114585e-29
"205529_s_at",17.2684068122126,9.58344683643473e-30,9.86456127697015e-29
"203382_s_at",16.2404024054153,1.44931203059872e-29,1.48194554651949e-28
"211958_at",15.2407647654673,1.47754198045666e-29,1.50087159067439e-28
"219213_at",16.6328335617283,1.63225183384368e-29,1.64718747153899e-28
"1554127_s_at",17.8713871781911,2.03147672351495e-29,2.03212952339463e-28
"211555_s_at",16.510483405535,2.04002639978087e-29,2.03212952339463e-28
"213010_at",15.0307713012252,2.32555304326013e-29,2.30170121717541e-28
"209655_s_at",16.3199717096168,2.79840774564141e-29,2.73876513872791e-28
"216598_s_at",15.1605193875587,2.80262235698841e-29,2.73876513872791e-28
"229530_at",15.5523478870295,2.84264284093044e-29,2.76040285936893e-28
"210809_s_at",15.2685554991458,2.92747885204984e-29,2.82501709222809e-28
"222379_at",17.1511991554704,4.05883902678189e-29,3.89245183686412e-28
"209687_at",15.1396147796932,4.1688165399497e-29,3.9732424306681e-28
"204438_at",14.8909226819887,4.40047475601118e-29,4.16830246827072e-28
"225688_s_at",14.7720544353769,4.72441707971555e-29,4.44786583602488e-28
"226425_at",16.7774508195557,4.99114220857533e-29,4.67049913335776e-28
"226084_at",15.4408117572025,5.27464990936897e-29,4.90605991570222e-28
"204940_at",17.2830517362244,6.32647765415014e-29,5.84915059760947e-28
"204030_s_at",16.1659597081617,6.38973142832606e-29,5.87246745555681e-28
"229554_at",15.1684536931317,7.88371255532291e-29,7.20263442924176e-28
"225381_at",17.6658879408542,8.64638221442194e-29,7.83250313887614e-28
"227140_at",14.7038291317814,8.67459868359987e-29,7.83250313887614e-28
"204959_at",15.0176265109762,1.01226656995388e-28,9.0868580465627e-28
"203570_at",14.7325142611694,1.23605324455098e-28,1.10315965872064e-27
"203240_at",-16.0587716736642,1.28053593502149e-28,1.13629165728344e-27
"231841_s_at",16.8783170144529,1.34784010652364e-28,1.18918007112715e-27
"206025_s_at",14.8746053047268,1.36480861104379e-28,1.19730937241569e-27
"210511_s_at",15.1136306707805,1.4156776776215e-28,1.23491883290824e-27
"218468_s_at",14.7798023339275,1.70726993388405e-28,1.48091279658257e-27
"215446_s_at",14.8089834264055,1.76973761545375e-28,1.52652227835787e-27
"209955_s_at",14.4005413142899,1.97461884809843e-28,1.69378416747999e-27
"229225_at",15.7034071775911,2.23383342239687e-28,1.90554630065236e-27
"204463_s_at",14.6807461874631,2.24634035322026e-28,1.90568654141324e-27
"238455_at",14.5028947474158,2.48606560795227e-28,2.09753295009743e-27
"226695_at",14.3033094108599,2.57476358762793e-28,2.16056248874865e-27
"201149_s_at",15.4866012770577,3.03259763852045e-28,2.5309895966895e-27
"202437_s_at",17.7054276053028,3.241865936434e-28,2.69109731497532e-27
"238447_at",14.6197796447955,3.55157956150993e-28,2.93242718875473e-27
"226225_at",15.2843106012768,3.62242209524832e-28,2.97501048673586e-27
"227705_at",16.1729411883758,4.31150554339382e-28,3.5222034703704e-27
"202436_s_at",17.5335117778379,5.04681585595737e-28,4.10120193768326e-27
"227235_at",15.1498716801106,5.41386839281828e-28,4.37644649136724e-27
"227236_at",14.8266734634292,5.65007375005001e-28,4.54360097399855e-27
"218469_at",14.4369317877565,5.80773510759526e-28,4.62915317645274e-27
"228850_s_at",15.7827872429227,5.81642303258958e-28,4.62915317645274e-27
"204955_at",15.3109008029084,5.91896531455604e-28,4.6866063823972e-27
"203477_at",14.1586887681322,6.11901491604329e-28,4.82028521957696e-27
"211564_s_at",15.0685008716194,8.53896279541256e-28,6.69246627214061e-27
"217428_s_at",15.4143699764701,9.00841286526471e-28,7.02474215351955e-27
"224396_s_at",16.0811830434193,1.14468879267749e-27,8.8814045019801e-27
"204938_s_at",17.4590759911198,1.19157344287242e-27,9.19894697897506e-27
"229218_at",14.1776890197145,1.28147072703534e-27,9.84373533603264e-27
"202206_at",14.0333700608123,1.48349043865313e-27,1.13391546400022e-26
"202207_at",13.9438365342034,1.90459910149713e-27,1.44862118852787e-26
"214212_x_at",15.587918414054,1.98534050852419e-27,1.50263026723596e-26
"202555_s_at",15.3182119021793,2.06796580171547e-27,1.55753131602375e-26
"227399_at",16.5791639067735,2.19396242831222e-27,1.64440679092916e-26
"235821_at",15.3300820690763,2.44927071728446e-27,1.82689564612908e-26
"203305_at",15.173716136506,2.49275489876311e-27,1.85039113638954e-26
"226677_at",14.6249963931685,2.93841854785586e-27,2.17077427650213e-26
"209708_at",14.9873059987525,5.05121621885005e-27,3.71384659138308e-26
"235371_at",13.9075479424956,5.62392971925499e-27,4.11533056233635e-26
"205786_s_at",15.4135431745332,5.82090611635187e-27,4.2393769073808e-26
"218854_at",13.7488487033963,6.30728955307298e-27,4.57204463377684e-26
"226997_at",14.2211174615257,6.47744273942597e-27,4.67344466807182e-26
"201348_at",14.1055705882646,6.53440602814805e-27,4.69261530579562e-26
"219607_s_at",13.775357267193,6.6996926582267e-27,4.78903956680649e-26
"223343_at",13.7182206208554,7.66301296670278e-27,5.45239263621617e-26
"216950_s_at",15.0878256357955,8.77944090799975e-27,6.2180994320879e-26
"244741_s_at",16.1154887735596,1.00349543879015e-26,7.07487195201821e-26
"217966_s_at",14.8047231631498,1.01240459637827e-26,7.10523953094568e-26
"1554474_a_at",14.5748769707544,1.25087776033578e-26,8.73916408125994e-26
"209526_s_at",14.2732095321918,1.36739834064403e-26,9.51019386465936e-26
"227530_at",14.3903961541619,1.39855725026623e-26,9.68328427987022e-26
"205941_s_at",14.9259647863417,1.87496605317913e-26,1.29238731522705e-25
"213139_at",13.8655341392371,1.91032740067485e-26,1.3109091140631e-25
"230741_at",16.0308038073902,2.38344082141996e-26,1.62833302135948e-25
"222288_at",13.5651188032777,2.42446851251664e-26,1.64906580763246e-25
"232113_at",15.6098604115139,2.49549894562898e-26,1.68993437370664e-25
"204749_at",16.3586374067635,2.64031108242121e-26,1.78019227565867e-25
"212956_at",13.5819843977689,2.68598884655254e-26,1.8031159909031e-25
"220622_at",-13.5421738725158,2.84085218151245e-26,1.89882067889837e-25
"202311_s_at",13.4877660499527,3.68706354428909e-26,2.4538043587855e-25
"228532_at",15.0060543191323,3.84736535206228e-26,2.54949875690308e-25
"219773_at",15.823049298347,4.90262893895482e-26,3.2348970434813e-25
"208396_s_at",16.0324448721282,5.06460734669181e-26,3.32755478437964e-25
"205407_at",14.8981484453762,5.14136923656664e-26,3.36367546663512e-25
"205330_at",14.2306507449499,5.77652908558313e-26,3.76327464478496e-25
"215440_s_at",13.6598649547575,5.87743541946348e-26,3.81292449060992e-25
"206796_at",14.9721969500042,6.61797637869532e-26,4.27537888230359e-25
"1554899_s_at",13.5952025102733,7.04037862930485e-26,4.52931025151945e-25
"204527_at",14.7991159564354,7.31821402349755e-26,4.68851554036524e-25
"216693_x_at",13.9314172940814,9.03281317573137e-26,5.76308410881373e-25
"228423_at",15.2243359808537,1.26019354298015e-25,8.00715568049938e-25
"235489_at",14.5637518612709,1.96487865706415e-25,1.24334944528977e-24
"203381_s_at",14.3966550812963,2.21102711475693e-25,1.3877340915385e-24
"212398_at",13.5276760727495,2.2051491153625e-25,1.3877340915385e-24
"228202_at",16.3041136324633,2.24441788873948e-25,1.40298834826468e-24
"218651_s_at",13.2327072861152,2.68228192726314e-25,1.66993681277995e-24
"205802_at",14.7937346025932,2.95542545490425e-25,1.83260116561131e-24
"209949_at",13.529664860718,3.01132672928228e-25,1.85979538800473e-24
"204006_s_at",13.6447970715997,3.18614247691855e-25,1.95992190612042e-24
"204646_at",13.0322744611081,3.25389491872901e-25,1.99365625179269e-24
"219386_s_at",14.2009502972278,3.26748645283549e-25,1.99407078386482e-24
"37892_at",13.5890831927736,3.82630439615463e-25,2.32591101876486e-24
"206101_at",15.2835791423706,3.8478343579834e-25,2.32982597989269e-24
"210107_at",-13.2603267120871,5.90140452542002e-25,3.55928460439395e-24
"236297_at",13.7149219292369,6.53925445823135e-25,3.92864158891408e-24
"203561_at",13.3798408891571,6.59475445500944e-25,3.94662824749402e-24
"204052_s_at",14.8361296720079,6.991594749139e-25,4.1679622751624e-24
"1559477_s_at",14.8774674885506,7.41361546848272e-25,4.40254703205281e-24
"222719_s_at",13.9430053371273,7.49847458053389e-25,4.4358792154576e-24
"1555997_s_at",13.766320168452,7.5531304283745e-25,4.45115777916421e-24
"225045_at",13.9875471420333,7.82390998230142e-25,4.59320038504692e-24
"231842_at",15.1791830832859,8.14246418204587e-25,4.76210783980258e-24
"210895_s_at",13.6017602961766,8.45727194402764e-25,4.92755769116176e-24
"223475_at",13.8885457525048,9.523685166028e-25,5.52803379561926e-24
"228141_at",12.8322578753167,9.62759140311442e-25,5.56741615221298e-24
"235944_at",14.7879462691978,1.04697140173364e-24,6.03180538909231e-24
"227529_s_at",13.9140198955584,1.09631460235227e-24,6.29260128636395e-24
"226069_at",15.590129675019,1.17100702610296e-24,6.69642536408505e-24
"209047_at",13.2535520625626,1.2130966559695e-24,6.91151747902918e-24
"235570_at",13.4115266170499,1.40430744358264e-24,7.97150990033677e-24
"214761_at",13.3346554785943,2.08625765542297e-24,1.17992008057621e-23
"207426_s_at",13.939206279342,2.54375505748042e-24,1.4334152586678e-23
"212992_at",12.769024320282,2.61510587774826e-24,1.46826308190666e-23
"204787_at",13.7675637887537,2.97259489042377e-24,1.66292989522257e-23
"238617_at",13.4778212075271,3.32543595793022e-24,1.8536004039871e-23
"1553828_at",-12.7292803446977,4.20835477762633e-24,2.33730207793347e-23
"213068_at",14.8878445340508,5.71261048483368e-24,3.16138730773591e-23
"235306_at",13.3896148999251,5.86249309035538e-24,3.23274618982454e-23
"242601_at",-12.6110635538508,7.19860210202314e-24,3.9553884859515e-23
"204673_at",-13.1661111798584,7.46261243760505e-24,4.08591262541213e-23
"205700_at",14.1835457041714,7.56445745831565e-24,4.12703968750508e-23
"209758_s_at",14.5189922047031,8.03617337174065e-24,4.36896186125618e-23
"231766_s_at",12.5865884096596,8.63477048177028e-24,4.67792478029941e-23
"213241_at",12.6631921064594,9.29473213867753e-24,5.01785539234899e-23
"231879_at",12.6567234498762,9.60165758333667e-24,5.164411839381e-23
"238750_at",-12.4276021459316,9.63309980402674e-24,5.164411839381e-23
"205525_at",13.5733635382338,9.73473612769694e-24,5.20084172358618e-23
"202952_s_at",14.1863559831879,1.12132788225833e-23,5.97010431105813e-23
"204671_s_at",13.3756453327664,1.29441015676778e-23,6.86793567714587e-23
"229459_at",14.073297165616,1.30311271314538e-23,6.89043160649473e-23
"222043_at",14.6394627706713,1.4403203105286e-23,7.56413115461276e-23
"227727_at",14.3001200468305,1.44022964671407e-23,7.56413115461276e-23
"37512_at",14.0200888841912,1.70878692136197e-23,8.94361697146741e-23
"227618_at",14.3373634546268,1.85351900547056e-23,9.66835589340048e-23
"229127_at",14.5208338351169,2.19345136612773e-23,1.14029929606102e-22
"204320_at",12.9662636707955,2.27417295136714e-23,1.17829632111103e-22
"204237_at",12.5002909885805,3.10416723511324e-23,1.60295458562369e-22
"213933_at",14.1327625329968,3.25392359919962e-23,1.67468601238807e-22
"204007_at",12.7309342961114,4.02325192548451e-23,2.06375447606248e-22
"1554018_at",13.7426046488171,4.10887590749389e-23,2.10069682157966e-22
"228224_at",14.7210281452376,4.15911784447276e-23,2.11936566068183e-22
"227725_at",-13.4709684960343,5.39350575211464e-23,2.73933318462665e-22
"224663_s_at",13.2949544754211,5.50407261433196e-23,2.78632397263231e-22
"204235_s_at",12.289292892491,5.9580009479729e-23,3.00625930185299e-22
"202435_s_at",14.9853446909511,7.05369287296651e-23,3.5475250149382e-22
"213943_at",12.4141937354169,7.47239919919521e-23,3.74590401414201e-22
"243864_at",14.4685416716747,1.03201192419283e-22,5.15671977654928e-22
"204797_s_at",13.6247041247196,1.04759577728515e-22,5.21770283912344e-22
"204284_at",14.1660865319496,1.05548800746062e-22,5.24010766404887e-22
"218820_at",14.0861718720911,1.09721718881705e-22,5.42981839594077e-22
"203951_at",14.1945300274609,1.2328919156994e-22,6.08174159054272e-22
"214770_at",13.8983641346286,1.24410001683787e-22,6.11748543311361e-22
"205559_s_at",12.1906453741323,1.31915908530352e-22,6.46597342129728e-22
"218736_s_at",13.1541378050234,1.42785095913748e-22,6.97658823072239e-22
"227646_at",13.1113128122781,1.45355693682617e-22,7.07978520649718e-22
"226682_at",11.9509616770203,1.48481520922272e-22,7.20929145610026e-22
"220979_s_at",14.1388860536088,1.63982863465656e-22,7.93697621288315e-22
"1555728_a_at",12.8628678960684,1.71248467299356e-22,8.26273854719394e-22
"230550_at",12.7733754598848,1.76367356399881e-22,8.48321489973262e-22
"205206_at",12.0325337505389,2.12172390627698e-22,1.01737320226449e-21
"219410_at",11.9234373176347,2.28036674949183e-22,1.09005766601096e-21
"227226_at",-12.0910810064388,2.31344777842534e-22,1.10245783021257e-21
"204774_at",12.3157349040158,2.6472603817096e-22,1.25765231672604e-21
"221900_at",13.4649625966239,2.75874129321557e-22,1.30659403580516e-21
"227565_at",12.487698170256,2.8781209459482e-22,1.35896597570154e-21
"221523_s_at",12.1804815093073,3.35598909255e-22,1.57977047527354e-21
"203766_s_at",14.0995702877566,3.85499867276445e-22,1.80915439232471e-21
"208791_at",11.9166687639358,3.9892093269072e-22,1.8664664244681e-21
"226612_at",13.3791116729594,4.79650456539304e-22,2.23740273382685e-21
"228776_at",12.329961233289,6.00380398706809e-22,2.79213052892564e-21
"235733_at",11.9178139089074,6.32168985043994e-22,2.93113787660038e-21
"219228_at",12.1105674895427,8.17886112083893e-22,3.78088669777704e-21
"235044_at",12.9464803519645,8.31384534789593e-22,3.83181409467204e-21
"206953_s_at",11.8238160269984,8.66480017507659e-22,3.98168198521377e-21
"212775_at",11.6633311253327,9.17526354395814e-22,4.20374092340397e-21
"212554_at",12.5069079304433,1.04321944844518e-21,4.76547582366673e-21
"226545_at",11.6462267843668,1.05713063491367e-21,4.81477787701094e-21
"236600_at",13.6347821138823,1.08961273007419e-21,4.94812369186632e-21
"230615_at",-11.8731421962204,1.16219535416432e-21,5.26225697017511e-21
"208792_s_at",11.776088471723,1.27045484248066e-21,5.73562069236884e-21
"227758_at",13.2006906387285,1.48789488317152e-21,6.69769591725022e-21
"236179_at",11.5996735653128,1.83124612055697e-21,8.21931398296501e-21
"207214_at",-12.0430933163584,2.01827342765706e-21,9.03250484725363e-21
"210889_s_at",13.270710893869,2.10567694186208e-21,9.39643120877183e-21
"241473_at",12.7865559598124,2.49217054643812e-21,1.1089081624497e-20
"230730_at",13.3846719483287,2.53160676414705e-21,1.12321863328823e-20
"203874_s_at",11.4842666330465,2.70657379710116e-21,1.19740686037942e-20
"221874_at",-11.701610495856,2.87731611347384e-21,1.26930745120103e-20
"214587_at",13.4567809273822,3.7819013846635e-21,1.65887947100013e-20
"221667_s_at",13.8408838100628,3.77693386641264e-21,1.65887947100013e-20
"225895_at",12.1592483743154,4.0040127471565e-21,1.75133022141916e-20
"227662_at",13.1875820448873,4.18879333006902e-21,1.82697652588321e-20
"204823_at",12.544240341243,4.38105661224837e-21,1.9054511012145e-20
"205422_s_at",13.3808292283067,5.67507399296764e-21,2.46132422616349e-20
"32128_at",11.91453012313,5.87811133193535e-21,2.54224198781742e-20
"205803_s_at",13.0489800206425,6.13925637873044e-21,2.64776867283793e-20
"228739_at",13.0490464811497,6.18925592255374e-21,2.66189725471392e-20
"1561387_a_at",-11.5819150947962,6.30354113288367e-21,2.70351875254788e-20
"238668_at",11.818256460242,7.46050766690685e-21,3.19086532900393e-20
"226885_at",11.3339602725106,7.76369309483362e-21,3.31136523160859e-20
"209541_at",12.1927189425426,8.87402292004163e-21,3.77451553403424e-20
"204468_s_at",12.3619263572921,9.6599779990176e-21,4.09752912925362e-20
"229327_s_at",12.490941264732,1.03200676027901e-20,4.3655299667693e-20
"224352_s_at",12.058227477972,1.12604075376146e-20,4.75029214155107e-20
"1559538_at",-11.2633175446147,1.17586704647849e-20,4.94697198845444e-20
"213765_at",13.5257368171901,1.51305568476278e-20,6.34825537302645e-20
"228004_at",-11.1492079034191,1.65172927644633e-20,6.91130082068601e-20
"212865_s_at",12.3790704471185,1.75580119027951e-20,7.32691091295018e-20
"204963_at",11.666523506648,1.81395177145348e-20,7.5491685582862e-20
"232204_at",12.3549300860422,2.01830943543686e-20,8.37706926966267e-20
"218087_s_at",12.0478591994517,2.0378383508783e-20,8.43544883044529e-20
"205528_s_at",13.1470895365661,2.55904192055481e-20,1.0564600869884e-19
"219892_at",12.7249413002218,2.84691214573431e-20,1.17216862747034e-19
"230708_at",12.8402962975566,3.12741651834512e-20,1.28423699583108e-19
"205249_at",11.7381673507933,3.24646907776874e-20,1.32625829568545e-19
"223597_at",-10.9979564651567,3.24692769280506e-20,1.32625829568545e-19
"227239_at",11.0044806729968,3.26525569721282e-20,1.33022553997272e-19
"209924_at",11.7199825485905,3.70386064579093e-20,1.50493706239505e-19
