"","t-statistic","p-value","p-adj"
"204457_s_at",22.7065410736214,6.99792532988981e-47,1.07138236800613e-43
"223122_s_at",22.0378383342412,6.45981213842883e-46,4.94498619196727e-43
"202363_at",21.2149460188691,3.49345987692572e-44,1.78282902385776e-41
"223121_s_at",21.9222860391725,1.09748046562141e-42,4.20060648216595e-40
"227059_at",20.6506790051196,1.65234802507638e-42,5.05948965278389e-40
"202766_s_at",19.8927941794254,1.53796806302282e-41,3.92438184081324e-39
"213413_at",20.9164451582764,1.8628341622575e-41,4.07428443202319e-39
"225710_at",19.7932635101196,3.20853216715583e-41,6.14032843489447e-39
"225464_at",19.6807200613556,6.12141310025431e-41,1.04132038405437e-38
"226930_at",19.6801901928424,8.31611079339225e-41,1.27319656246835e-38
"204619_s_at",19.5160124231958,1.07705875779318e-40,1.49906996198306e-38
"225242_s_at",19.7187564604804,1.9457194524327e-40,2.48241373472872e-38
"225481_at",19.5930327181967,2.61317101062611e-40,3.0775113978989e-38
"209868_s_at",19.253322772562,4.65958038486224e-40,4.75587837948272e-38
"212344_at",19.3751482595982,4.53176044303219e-40,4.75587837948272e-38
"200986_at",19.5888227301078,7.20086904757116e-40,6.48501794813615e-38
"212354_at",19.3294183311693,6.98463001326287e-40,6.48501794813615e-38
"212353_at",19.1737929678846,1.36992728209001e-39,1.16519926048878e-37
"212298_at",18.9493121131389,2.28727782628321e-39,1.7509111760198e-37
"213429_at",19.1043765580681,2.26078213316461e-39,1.7509111760198e-37
"212262_at",19.6288965358562,2.44736267562916e-39,1.78424393161345e-37
"227566_at",18.8185304617563,8.05596144649268e-39,5.60621680662741e-37
"203688_at",18.6735535309571,1.24482971306185e-38,8.28623604651167e-37
"218694_at",19.0628726091963,1.34410019744931e-38,8.57423917622874e-37
"203083_at",18.5654161219827,1.72234695577065e-38,1.05476527571395e-36
"221730_at",18.4898124825786,2.02832807414313e-38,1.19437318519736e-36
"201261_x_at",18.6283792954207,2.42979489734947e-38,1.37778369920076e-36
"218656_s_at",18.5573656022259,2.67000286972907e-38,1.45991942626971e-36
"209210_s_at",18.4291041086978,2.78612902433035e-38,1.47088397801716e-36
"213905_x_at",18.4541229638825,2.93208920056325e-38,1.49634285535411e-36
"216321_s_at",18.2819604208673,7.33457066675569e-38,3.62233151316225e-36
"226237_at",18.2110822921528,1.25566431484197e-37,6.00756895632205e-36
"203695_s_at",20.0459776463318,1.65861555480175e-37,7.69497095273177e-36
"224694_at",18.0893471437711,2.21044542806231e-37,9.95350573636294e-36
"202291_s_at",18.1036003216355,2.5109730875739e-37,1.09837137059304e-35
"215646_s_at",17.96385191726,3.25722015162842e-37,1.38522334781753e-35
"225782_at",17.9790832386568,3.73256083886076e-37,1.54447314710698e-35
"212636_at",17.9753712610958,4.30037632048882e-37,1.73259898596536e-35
"225442_at",18.0200078029343,4.65213524510569e-37,1.82626129750174e-35
"225265_at",18.2701815196152,5.31687101460009e-37,2.03503238083818e-35
"225021_at",18.3342801647345,5.9494209870122e-37,2.22160086124773e-35
"226066_at",18.7609566949294,7.41201091580654e-37,2.70185445526186e-35
"229802_at",17.9915672524948,7.92564997942135e-37,2.82190002755676e-35
"209335_at",17.7722722917823,1.61180937200954e-36,5.60836397396957e-35
"212263_at",17.7584502870211,1.74719839993649e-36,5.94435722289502e-35
"211571_s_at",17.7405714289609,2.60181651395435e-36,8.65952409318284e-35
"228640_at",17.698165269516,2.73174707155891e-36,8.89852077990787e-35
"211597_s_at",17.8189925756398,2.91655737469531e-36,9.30260279303858e-35
"226777_at",18.5363722525642,3.20791083748657e-36,1.00230846779427e-34
"227061_at",19.2513677313647,4.36664924310821e-36,1.33706799823973e-34
"238623_at",19.5004087638331,5.17247112959539e-36,1.55275554890403e-34
"201147_s_at",17.7657573440842,6.29803527922146e-36,1.85428692547847e-34
"226834_at",17.9450770155196,6.86943208380348e-36,1.98435858873644e-34
"201141_at",17.3544116235448,1.09078417059737e-35,3.09257512071217e-34
"213800_at",18.267745815789,1.21996943145209e-35,3.39595127191482e-34
"227376_at",18.9132358862099,1.34860832433779e-35,3.6869988295735e-34
"206026_s_at",17.3760599156031,1.56965820203655e-35,4.21604685494379e-34
"213125_at",18.0503326686809,1.655471387553e-35,4.36987361093731e-34
"203603_s_at",18.9052081870555,2.02239098530049e-35,5.24793321778822e-34
"221019_s_at",19.9389740457594,3.81733103501751e-35,9.74055635768635e-34
"214844_s_at",19.1079120258451,3.95662579959884e-35,9.93048212981283e-34
"201792_at",18.8356942128029,4.40110650162398e-35,1.08678936354618e-33
"209946_at",19.1087610860368,4.55375143261134e-35,1.10663387989333e-33
"225651_at",16.9587048516882,6.02595585246183e-35,1.4415216265811e-33
"202133_at",17.0143556160368,6.58331116023407e-35,1.55062298251052e-33
"225946_at",19.9402505895887,7.93421035333683e-35,1.84049637135738e-33
"225285_at",17.8022481289221,8.37024249904697e-35,1.91266287552849e-33
"205168_at",18.6058649847273,1.27429415414478e-34,2.86903580881714e-33
"228333_at",19.4394053117161,1.38215733667912e-34,3.06678678616773e-33
"235318_at",19.8275455669564,1.42730043274825e-34,3.12170994648225e-33
"209596_at",16.9784131203059,1.96608047467953e-34,4.23953409399206e-33
"226311_at",16.7908583363066,2.43061147381944e-34,5.16842523113549e-33
"225681_at",16.8055014803106,2.79282579718555e-34,5.85728259656313e-33
"201616_s_at",16.7945495550454,3.02399988153145e-34,6.25641056570899e-33
"222877_at",18.7343488119497,3.26505500693932e-34,6.66506562083213e-33
"209621_s_at",17.7727581536331,3.97146868688359e-34,8.00041915739313e-33
"205880_at",18.306474576055,5.23570466960144e-34,1.04102127911166e-32
"226517_at",16.9816385373994,6.49023172051096e-34,1.27391599539773e-32
"218718_at",16.4861905482945,8.04056272234385e-34,1.55824069973525e-32
"1555778_a_at",16.6470350501626,9.69214915550125e-34,1.85483504463405e-32
"201150_s_at",16.5261868656874,1.03597844093413e-33,1.95812715193846e-32
"227070_at",16.7056821337353,1.08068861737106e-33,2.01772472340865e-32
"219778_at",19.0127797481713,1.40941905275924e-33,2.5997838190053e-32
"202995_s_at",16.5506472945399,1.99968791364839e-33,3.64466928070914e-32
"209209_s_at",17.1046433229162,2.66292754334485e-33,4.78511349873279e-32
"218502_s_at",16.3216458007664,2.68791483273037e-33,4.78511349873279e-32
"212489_at",16.2978864367963,2.75616403872233e-33,4.85021510722286e-32
"209656_s_at",16.237572040236,2.89867989973225e-33,5.04304423464782e-32
"215446_s_at",16.9081620878419,2.98162371446354e-33,5.12906281667829e-32
"201431_s_at",16.1954887692053,3.69123711819482e-33,6.27920447550697e-32
"201842_s_at",16.215010323521,3.96521489734617e-33,6.67114726135933e-32
"226695_at",16.1891912603079,4.04237096855519e-33,6.72703255745434e-32
"205100_at",18.6994709151863,6.43722010468258e-33,1.05971870755581e-31
"227140_at",16.4707060953114,6.77059040628273e-33,1.10274190553392e-31
"210517_s_at",16.1511312524446,7.06739858363889e-33,1.13896707700538e-31
"204051_s_at",16.7633356493763,1.14386571137677e-32,1.82422750428941e-31
"212464_s_at",16.5062935649725,1.67581889541063e-32,2.64502961739554e-31
"206025_s_at",16.5521357968541,2.57810329933378e-32,4.02762872579593e-31
"202765_s_at",17.0158670883673,2.82237626320693e-32,4.36470511007052e-31
"238478_at",17.571645154349,3.10864631312789e-32,4.7593375053988e-31
"225968_at",17.1430800556095,3.1459175467202e-32,4.7687126376521e-31
"228080_at",17.4917253872626,3.79358058027427e-32,5.69409006705873e-31
"201617_x_at",15.7736032346769,4.35407228041066e-32,6.47192685563953e-31
"226676_at",16.3259417662891,4.74227015943953e-32,6.98116885971339e-31
"228827_at",16.9557099116899,5.30410309814375e-32,7.7338874697696e-31
"210809_s_at",16.278919426438,7.55186153855511e-32,1.09074528448376e-30
"204464_s_at",15.7598830444985,8.03472730813808e-32,1.14964182324854e-30
"203817_at",15.7596054658559,9.47097754729212e-32,1.34259876156521e-30
"209897_s_at",16.1577859489416,9.96116283664572e-32,1.39913213788116e-30
"207233_s_at",17.0889807738027,1.01955334188636e-31,1.41903287857093e-30
"221748_s_at",15.883616795085,1.10642821493374e-31,1.52607351086807e-30
"232458_at",16.5210607829497,1.18264461557844e-31,1.61663295218803e-30
"209955_s_at",15.5255028515214,1.48274746485224e-31,2.00892598999006e-30
"229554_at",16.735629654501,1.52239112701049e-31,2.04454457495882e-30
"208131_s_at",16.806792140042,1.86771697722339e-31,2.4864997322861e-30
"207191_s_at",16.0483162175963,2.10453223365314e-31,2.77761969803704e-30
"212397_at",15.4540912187054,2.13127933541744e-31,2.78887919873855e-30
"213316_at",17.8953614925485,2.66255618838174e-31,3.45455383424783e-30
"201843_s_at",16.4985303440191,2.94220483685108e-31,3.78530723127648e-30
"226769_at",15.8753207088785,4.57906610836683e-31,5.84212517659135e-30
"201430_s_at",15.3238602043864,4.93682671096151e-31,6.24651379709262e-30
"213122_at",17.5756618234104,5.93500033523912e-31,7.44793894528779e-30
"202994_s_at",15.8858619897822,6.10508989336164e-31,7.59909969653388e-30
"201058_s_at",15.8755371054667,6.25264111180434e-31,7.71999479207456e-30
"206584_at",15.3131157244561,6.40258700176968e-31,7.84188855976751e-30
"244050_at",15.4134620096077,6.56134571264621e-31,7.97255578258837e-30
"211959_at",15.6344865926691,7.68761932094948e-31,9.26268034823458e-30
"219087_at",15.5313234735574,7.74410897827581e-31,9.26268034823458e-30
"202207_at",15.1846579138691,1.03267669311629e-30,1.22560311407833e-29
"209524_at",15.5818885039574,1.12795301974162e-30,1.32838159478802e-29
"228176_at",15.5224100221315,1.78041818932367e-30,2.08077881515614e-29
"209283_at",16.7275519445447,2.31827257946723e-30,2.68884493876085e-29
"225790_at",17.0416952581712,2.55850497544394e-30,2.94516625368772e-29
"217967_s_at",15.2011421283652,3.65570081240529e-30,4.17677458491978e-29
"211958_at",15.586428530723,3.80459996126145e-30,4.31469817828984e-29
"238455_at",15.4234791375334,4.18269103177293e-30,4.70860291885615e-29
"218469_at",14.9815911263618,7.10336458586307e-30,7.93813954814332e-29
"1555229_a_at",14.9351549408232,8.20346782052242e-30,9.10109364726074e-29
"226225_at",16.0147546848745,8.41973297937951e-30,9.2738210010288e-29
"218468_s_at",14.9939493122787,9.57808517934314e-30,1.04743202925531e-28
"202206_at",14.9596386033209,9.76917655004864e-30,1.0607524324911e-28
"210511_s_at",15.8378342008264,9.98597749119842e-30,1.07665715063555e-28
"226152_at",15.7380653517302,1.20376954900929e-29,1.28879103463862e-28
"204463_s_at",15.4044416189493,1.34652928414232e-29,1.43162245418187e-28
"235821_at",16.8441622810166,1.40808510292596e-29,1.48674365005493e-28
"204359_at",16.1656186933894,1.56528861184757e-29,1.64140881146482e-28
"221276_s_at",16.6690221844536,2.06368126646589e-29,2.14931701970019e-28
"212526_at",16.2630368369239,2.31662625828639e-29,2.39645594691653e-28
"217428_s_at",16.7008538700864,2.38648037114583e-29,2.45214862296931e-28
"203570_at",15.046503750342,2.97216132436493e-29,3.03358599173514e-28
"230722_at",16.3556112211487,3.28594568184009e-29,3.33164426417031e-28
"235371_at",14.7974569952275,3.34360789250048e-29,3.36780505488041e-28
"225381_at",18.1551844393808,3.36782117629666e-29,3.37002236660796e-28
"212764_at",15.0755088123285,3.41820415861295e-29,3.39822764080287e-28
"236297_at",16.1496939628155,3.52613404592062e-29,3.4829104672932e-28
"229218_at",14.9450950981672,3.60607309330125e-29,3.5390371191309e-28
"203382_s_at",15.670581788224,4.81497721908067e-29,4.69536950472134e-28
"231841_s_at",17.1502639926529,4.99089883779028e-29,4.83611779788412e-28
"209655_s_at",15.4131145889431,5.92289971606156e-29,5.70311916055991e-28
"220272_at",16.5767649383693,6.53965924598234e-29,6.25763644099935e-28
"212233_at",15.4921135263016,6.71362836004045e-29,6.38420187529312e-28
"204688_at",14.5835612043808,8.72134786697161e-29,8.24221208909477e-28
"213139_at",14.9342734526509,1.02378699564827e-28,9.61606067691722e-28
"227399_at",17.3614763800741,1.04194132247392e-28,9.72690344333882e-28
"226084_at",15.2407662079987,1.2268354151175e-28,1.138354557906e-27
"204939_s_at",15.2036322854322,1.2434545977241e-28,1.14682469223831e-27
"225688_s_at",14.5644511121722,1.59396448135562e-28,1.46129318620087e-27
"204646_at",14.2679693471461,1.6554981905865e-28,1.50867126773091e-27
"202311_s_at",14.2337038283351,2.13424247993793e-28,1.93344688567158e-27
"222379_at",16.7524710704246,2.16792672319487e-28,1.95240930188902e-27
"218854_at",14.2601580372619,2.32076201689819e-28,2.07782844904745e-27
"202436_s_at",17.3640313270159,3.38245260969993e-28,3.01077613107593e-27
"202437_s_at",17.0651832091354,3.7977108107104e-28,3.36086430705065e-27
"226103_at",15.2442224830245,4.3384839777073e-28,3.81736722406315e-27
"201149_s_at",15.6968844092466,5.2317834283833e-28,4.57706310220276e-27
"1554127_s_at",16.4530814619756,6.50859140814123e-28,5.66173491242285e-27
"226677_at",15.2761217567143,6.93942921594592e-28,6.00241024271932e-27
"211564_s_at",15.4048455349879,7.0660780768926e-28,6.07762108748459e-27
"238447_at",14.5080508494261,8.93957092560309e-28,7.64607993692644e-27
"214511_x_at",15.6144984053134,9.51068683897184e-28,8.0893675280366e-27
"226425_at",16.0738827013349,1.08402779616828e-27,9.12731496136446e-27
"230130_at",14.2183189496631,1.08502372499565e-27,9.12731496136446e-27
"229225_at",15.4631936839954,1.1191494966829e-27,9.36293923181162e-27
"205941_s_at",15.9579796207163,1.27826304738617e-27,1.06359822040664e-26
"225045_at",15.9528336832822,1.29482266923191e-27,1.0715532468076e-26
"204438_at",14.2549361507056,1.56976378815387e-27,1.29210126863633e-26
"222719_s_at",15.7630123351896,1.58068048350284e-27,1.29412931563789e-26
"218651_s_at",14.1638742042796,2.43121610079422e-27,1.97988928208296e-26
"204069_at",14.7722949666306,2.78065813553196e-27,2.25248021454997e-26
"231766_s_at",14.0676617880001,3.21129466166559e-27,2.58762743526843e-26
"222288_at",13.8542435531403,3.42058632135988e-27,2.74184170576019e-26
"1552309_a_at",14.913439733336,4.17086350218465e-27,3.32582917804411e-26
"226997_at",14.2592251038311,6.25913276008842e-27,4.96373658044376e-26
"227623_at",15.309118350653,6.28977724759039e-27,4.96373658044376e-26
"204030_s_at",15.2604605316691,7.61215663735243e-27,5.97651887783927e-26
"215049_x_at",14.2205390482155,9.46347486732769e-27,7.39213266422382e-26
"204894_s_at",14.2203380042144,1.14026719127342e-26,8.86167040527715e-26
"228141_at",13.5461372700817,1.24826397473281e-26,9.65198053189862e-26
"204959_at",13.9930871563899,1.27877917049944e-26,9.83824577906854e-26
"212956_at",13.6028761459542,1.36555289481389e-26,1.04533074098004e-25
"203645_s_at",13.8991741542416,2.06603011245186e-26,1.57367766276806e-25
"205786_s_at",15.2189657747334,2.47599240937968e-26,1.87660612809915e-25
"231879_at",13.8307165821636,2.73322178689007e-26,2.06136086489098e-25
"216598_s_at",13.8261826111323,2.97702174929071e-26,2.23422563635494e-25
"228532_at",14.9087949048352,3.36591466721134e-26,2.51376358804906e-25
"209526_s_at",14.317276308391,3.65782453613233e-26,2.71850940039737e-25
"223343_at",13.4010265330777,3.70920294754201e-26,2.74337667279556e-25
"202952_s_at",16.1721089305287,3.76889578065212e-26,2.774124730855e-25
"232113_at",15.4718241256615,4.16858320390507e-26,3.05363678716682e-25
"219773_at",16.2362338759711,4.35636669834125e-26,3.17599876912403e-25
"236179_at",13.5848373998971,4.90692676463522e-26,3.56042885149598e-25
"206796_at",15.3200863815301,4.95377894122391e-26,3.56331144241857e-25
"238617_at",14.8991034449841,4.95744831636287e-26,3.56331144241857e-25
"214212_x_at",14.5412387428352,5.82947243289052e-26,4.17052443680158e-25
"221942_s_at",13.7322443280882,5.88467486147646e-26,4.19043591298626e-25
"205529_s_at",14.8049656826066,6.51142772056558e-26,4.61527585193792e-25
"201348_at",13.8295541577213,6.97294073324763e-26,4.91961855419453e-25
"37892_at",14.2463466664386,8.60165339498046e-26,6.04088593931884e-25
"219410_at",13.2786679272074,1.04263752383906e-25,7.28894086300278e-25
"227236_at",13.9003385291518,1.09636599745588e-25,7.6297106459316e-25
"244741_s_at",15.2325554740369,1.10175996151486e-25,7.63255430352603e-25
"221747_at",14.5146002092731,1.13182975638807e-25,7.80554665328888e-25
"204749_at",16.0092104535933,1.15659703239428e-25,7.94058321343339e-25
"216693_x_at",14.1531573177044,1.22842005752125e-25,8.39603173243321e-25
"219213_at",14.3971768095137,1.50813423602256e-25,1.02275872156673e-24
"231842_at",16.0454903134279,1.50975487311614e-25,1.02275872156673e-24
"227705_at",14.564529751101,1.95081547602172e-25,1.31572620871773e-24
"229459_at",15.9183038662099,2.03214159727226e-25,1.36456525676484e-24
"224396_s_at",14.5844931051872,2.22631996396777e-25,1.4884261418492e-24
"230741_at",15.1187654309735,2.38152188867874e-25,1.5852652224205e-24
"205407_at",14.8919910490488,2.41768611291061e-25,1.60237118565634e-24
"204955_at",13.9640114915999,2.55731905992596e-25,1.68761012101148e-24
"206101_at",15.6277515133836,2.94183047925515e-25,1.93302251662645e-24
"211555_s_at",14.0789933934022,2.97559513810723e-25,1.94685305830862e-24
"209949_at",13.6144870338567,3.05709522606291e-25,1.99166501749035e-24
"216950_s_at",14.2902928224833,3.72379319375196e-25,2.41573194052299e-24
"204527_at",14.3800144059365,4.21262603707713e-25,2.72132087036502e-24
"204940_at",14.3303077337801,4.32722746440646e-25,2.78360724706147e-24
"228850_s_at",14.2581467793082,4.86127336776371e-25,3.11406256319927e-24
"220622_at",-13.0028026468274,5.42851318985829e-25,3.46293903903043e-24
"205802_at",14.9713734718204,7.98128343436589e-25,5.07026760913451e-24
"213943_at",13.5201340397646,8.96503189588792e-25,5.67167926967124e-24
"220979_s_at",15.9469688806896,1.0916317127878e-24,6.87772902172068e-24
"203305_at",13.7238020499097,1.17370904102631e-24,7.36454320414457e-24
"203874_s_at",12.8515096598968,1.23259935033604e-24,7.7024881851611e-24
"205206_at",13.0073321415869,1.49504500049832e-24,9.30452803155661e-24
"209708_at",13.8420845966538,1.55199450081522e-24,9.61985255363603e-24
"209687_at",13.229500136827,1.60786945681328e-24,9.92600055798845e-24
"204938_s_at",14.4600392070506,1.67292201779802e-24,1.02861189126457e-23
"204320_at",13.9219628642268,1.68476027765142e-24,1.03174719403373e-23
"217966_s_at",13.5588587976096,2.37100610666502e-24,1.44621926267098e-23
"212992_at",12.8144629913612,2.61174593566256e-24,1.58673929662674e-23
"219607_s_at",12.6609108788805,2.71250887182875e-24,1.64144311571929e-23
"213241_at",12.9936637758782,2.99865865469303e-24,1.80745921273033e-23
"227530_at",13.3855029291296,3.04671401019791e-24,1.82922319592666e-23
"226682_at",12.5073475743566,3.79883271364123e-24,2.27188003304091e-23
"226069_at",15.5440420211624,3.99456813647869e-24,2.37964350854042e-23
"219386_s_at",13.700430753742,4.01951333555557e-24,2.38522283594402e-23
"1554018_at",14.6599353712975,4.13262268501548e-24,2.44287464508058e-23
"215440_s_at",12.9618184698064,5.2986629009513e-24,3.12009726975248e-23
"1554474_a_at",13.3176231605704,5.82534793616943e-24,3.41709106907103e-23
"212398_at",12.9428038318675,7.24709954832398e-24,4.23485091926871e-23
"205559_s_at",12.5955272914623,9.39005122548638e-24,5.46622373620519e-23
"208396_s_at",14.4854583624262,1.09291879449522e-23,6.33810103928859e-23
"235944_at",14.326516810127,1.19018692247449e-23,6.87613652191867e-23
"205991_s_at",13.2317575000781,1.25359150409018e-23,7.2152202735416e-23
"223475_at",13.7755388181991,1.42662643823367e-23,8.18039354657586e-23
"227235_at",12.9589942652989,1.45637254387973e-23,8.31979986820847e-23
"204671_s_at",13.6464357240398,1.5727045799562e-23,8.95096918926745e-23
"1554899_s_at",12.6249348262368,1.64493441047315e-23,9.32738734234963e-23
"205330_at",13.2448320338405,1.69741245303808e-23,9.58944083247712e-23
"229530_at",12.7467158682293,1.72666671062525e-23,9.71884828664434e-23
"204052_s_at",14.1418657073769,1.80536645456021e-23,1.01246008861966e-22
"212775_at",12.3100865870816,1.83764188536454e-23,1.02679917025296e-22
"1555997_s_at",13.41941194703,2.17397791948687e-23,1.21031279808523e-22
"204963_at",13.3753319859654,2.86081539049996e-23,1.58692331987516e-22
"202435_s_at",15.1348954178788,3.7551989641544e-23,2.07552693650556e-22
"228423_at",12.9460680156756,5.22597158353665e-23,2.87804406273188e-22
"203561_at",12.6066007697343,8.06389428873092e-23,4.42502586238245e-22
"204774_at",12.7080019237165,8.32025198361608e-23,4.5454473370307e-22
"228481_at",14.1953513754961,8.34272176163049e-23,4.5454473370307e-22
"203404_at",12.0346860530821,9.4531776061817e-23,5.13220387059014e-22
"235489_at",13.4116134428009,9.53097223914301e-23,5.15615494633497e-22
"227529_s_at",13.0757310218279,1.13953804178153e-22,6.14307303509693e-22
"235733_at",12.3125287878071,1.30499258831054e-22,7.01032860597695e-22
"205525_at",13.135144071867,1.55662487454827e-22,8.33284154871817e-22
"226545_at",12.0091738211634,2.02987331064845e-22,1.08283485665602e-21
"1559477_s_at",13.536958290498,2.19187649236121e-22,1.16519545479341e-21
"227618_at",13.7868261346896,2.29584898887844e-22,1.21624387611519e-21
"207426_s_at",13.1963954877763,3.51642054656946e-22,1.85642753682684e-21
"206953_s_at",12.1918951382503,3.79397882376653e-22,1.99607614405036e-21
"227239_at",11.7309876427943,4.29607432700278e-22,2.25249650501413e-21
"203240_at",-12.3032573449327,4.37940534456139e-22,2.28835139335273e-21
"226612_at",13.7602981025865,4.65440276615421e-22,2.42377232482384e-21
"204006_s_at",12.2186742721457,5.18108015829293e-22,2.68889278723609e-21
"204787_at",12.6596714756296,5.25363865872979e-22,2.71733810355247e-21
"221900_at",13.9301551239753,5.72239080237393e-22,2.94982502304191e-21
"241473_at",13.5403787458849,6.04673589744443e-22,3.10656129496222e-21
"219179_at",11.6197504527721,6.20211978703273e-22,3.17573424546726e-21
"235570_at",12.3600017793729,6.41892863794696e-22,3.27579324823227e-21
"209758_s_at",13.4451684610761,6.66046115330197e-22,3.38776279923765e-21
"1553828_at",-11.778774567375,7.85774804045361e-22,3.98351399004453e-21
"201262_s_at",13.0262711528717,9.63094768526738e-22,4.86633033206084e-21
"202555_s_at",12.3026597148989,9.95820969870382e-22,5.01513784497222e-21
"243864_at",13.9704613470436,1.01743415318881e-21,5.10718586403958e-21
"204237_at",11.6761400760619,1.02699167474836e-21,5.13831455568543e-21
"32128_at",12.2992070477028,1.12848678921581e-21,5.62773053514466e-21
"228202_at",12.9657525191292,1.51355409010364e-21,7.52354322061257e-21
"214761_at",11.9433820066609,1.70765306553884e-21,8.46089593313904e-21
"219631_at",11.4357735001208,2.62661850668522e-21,1.2972106237855e-20
"204298_s_at",12.8559139472145,2.80936474533596e-21,1.38300238749497e-20
"213790_at",13.8044051823731,2.81993408023995e-21,1.38375611437415e-20
"210895_s_at",11.9640539365857,3.08178931752355e-21,1.50741835307622e-20
"214770_at",13.0758307305571,3.88159132643537e-21,1.89258481553266e-20
"222088_s_at",12.3489075310912,4.05395417202716e-21,1.97035042456304e-20
"204007_at",11.929389757252,4.83810408734504e-21,2.34403080940673e-20
"209047_at",11.8089214804036,5.87502898194658e-21,2.8374351329212e-20
"205803_s_at",13.6047134932936,6.28574304919509e-21,3.02624924789864e-20
"214587_at",13.6717375504828,7.58098053357926e-21,3.63839535953287e-20
"210889_s_at",13.0300820596777,7.67196650597072e-21,3.67055647520037e-20
"1561387_a_at",-11.3025604006281,8.08270467725173e-21,3.85502207503813e-20
"218736_s_at",12.3881587897444,9.1045418828531e-21,4.32889864057394e-20
"220092_s_at",13.3865514095836,9.5971029980119e-21,4.54896739627127e-20
"219228_at",11.4812651345049,1.29641220848888e-20,6.1259478123348e-20
"230708_at",13.5873025522781,1.73212206551044e-20,8.15962733014301e-20
"205729_at",12.8963688452928,2.01808225271314e-20,9.47755806412215e-20
"213933_at",12.513126592338,2.1432763395864e-20,1.0034728060877e-19
"232090_at",13.3398524909173,2.165628124451e-20,1.01084654223612e-19
"205249_at",12.3028835243305,2.35044870866428e-20,1.08064173362313e-19
"218820_at",12.613782816157,2.33746993781565e-20,1.08064173362313e-19
"228739_at",13.1458124670384,2.34405289562753e-20,1.08064173362313e-19
"230836_at",11.6640794238173,2.33125714138647e-20,1.08064173362313e-19
"236600_at",13.1273774875061,2.33364466053781e-20,1.08064173362313e-19
"204235_s_at",11.0170903478977,2.62993056406791e-20,1.20551607592454e-19
"235182_at",13.4277703743807,2.66308404130128e-20,1.21706915439769e-19
"229127_at",12.3715727554038,2.89886434914662e-20,1.32088134480461e-19
"204284_at",12.696838799931,2.98248872209621e-20,1.35495259155172e-19
"202499_s_at",11.6290328433123,3.09112821684062e-20,1.40015304733224e-19
"236044_at",13.1513043401637,4.36611726827995e-20,1.97183644181021e-19
"215294_s_at",11.4971648241381,5.38963534073722e-20,2.42692109019667e-19
"227725_at",-11.7147017922641,6.44389891436144e-20,2.8931405389699e-19
"230550_at",11.6874365863095,6.99496215458268e-20,3.13137048499008e-19
"228224_at",12.6415638333384,7.78212094074498e-20,3.47359392428005e-19
"209924_at",11.6386322240015,8.26821566493758e-20,3.6798366811103e-19
"222043_at",11.9915583176821,8.66077275912989e-20,3.84337480992112e-19
"227646_at",11.9525059849609,9.85605595292814e-20,4.36116233061647e-19
"233364_s_at",13.1587549940578,9.91890668351611e-20,4.37632453385106e-19
"209875_s_at",10.7020150460925,1.28785143428199e-19,5.66580616633831e-19
"227727_at",11.9087276707527,1.33600410762256e-19,5.86080885034423e-19
"1555728_a_at",11.4591853787171,1.41741325619106e-19,6.20017055779574e-19
"205713_s_at",12.7358130968692,1.5792131659779e-19,6.88824888066143e-19
"238750_at",-10.6900600479742,1.77139041783854e-19,7.70454184576933e-19
"213068_at",11.7741895747382,1.78354332683368e-19,7.71357297565641e-19
"227565_at",11.4031359318025,1.7833277048271e-19,7.71357297565641e-19
"205528_s_at",12.6270063779841,1.99278788348937e-19,8.59424859048514e-19
"227226_at",-10.9221298747818,2.18843162926274e-19,9.4114854618013e-19
"230615_at",-10.643066053696,2.75871253359122e-19,1.18307812014794e-18
"226885_at",10.5572077950558,2.92987282408537e-19,1.2529707524231e-18
"232431_at",11.2754182121378,2.95408329236474e-19,1.25980543749594e-18
"235593_at",12.9396790507765,3.54328535244165e-19,1.50688052071893e-18
"207480_s_at",10.5454839389477,3.58574933813265e-19,1.52071530101969e-18
"204468_s_at",11.7946507513558,3.78939131103971e-19,1.60264035834304e-18
"217889_s_at",10.601976252745,4.16079536384154e-19,1.75486989036953e-18
"210107_at",-10.7190416351,4.47189830081435e-19,1.88090008201834e-18
"204416_x_at",11.5199934288161,4.82405993346112e-19,2.02346185154218e-18
"221523_s_at",10.6712990868135,4.88995249850515e-19,2.0454965232818e-18
"242601_at",-10.6336157950698,5.05993594367059e-19,2.11083431328601e-18
"205422_s_at",12.2212816927084,6.49458848367388e-19,2.70196058926759e-18
"205269_at",10.7179587867169,6.52827415829852e-19,2.70861456269784e-18
"229327_s_at",11.6694786723307,6.62384044898527e-19,2.7408377641612e-18
"205518_s_at",10.9510905587159,6.84965548252918e-19,2.82663680424587e-18
"204797_s_at",11.5552223838583,6.99024489106612e-19,2.87689917425329e-18
"205700_at",11.1760267751388,7.49345957466979e-19,3.07573367528672e-18
"224663_s_at",11.2472558822078,8.72890600519502e-19,3.57325002512128e-18
"213765_at",12.3061560449142,9.01852404053749e-19,3.68196274828344e-18
"230482_at",12.4281025183893,9.3997141560788e-19,3.8273836098289e-18
"232544_at",11.783513490914,9.50826505571937e-19,3.8613140053863e-18
"202627_s_at",11.0079298959927,1.3570484388767e-18,5.49640518497416e-18
"1557049_at",11.6990226881254,1.39264347601085e-18,5.62569171971667e-18
"235044_at",11.4721211402283,1.50499509176211e-18,6.06354601444157e-18
