"","t-statistic","p-value","p-adj"
"235104_at",-0.655593892963088,0.51345663252291,0.547043913982307
"214476_at",0.651483632921479,0.516619833650752,0.550031269345829
"222196_at",-0.645565789588927,0.519904284455431,0.553143474288579
"206569_at",0.644266799873778,0.521176342556775,0.554111791982238
"234608_at",0.641991476295638,0.522655830621895,0.555299151063234
"243543_at",0.64037872543372,0.523586892873243,0.55590258875793
"227318_at",0.615565190352868,0.5394004735858,0.572295304961788
"226766_at",0.604581935782015,0.546779356701362,0.579722434286555
"204437_s_at",-0.601810071531062,0.548629315105182,0.581281302024937
"206084_at",0.598773728619594,0.55069779608246,0.583069381605979
"205541_s_at",-0.595878586166841,0.552287054591621,0.584347947878211
"1559633_a_at",-0.58741282216381,0.558145226311217,0.590138357377399
"227919_at",-0.584501538804095,0.560037237303612,0.591730165846674
"214043_at",-0.578240177161971,0.564097145030265,0.595608778649197
"236840_at",-0.569580844498527,0.570207027763266,0.601645044455935
"1554726_at",0.563635262846542,0.574069980085995,0.605303815090673
"208121_s_at",0.56155702382225,0.575525017518898,0.606420372898439
"222853_at",0.550204133204259,0.583364545635106,0.614257991311793
"202203_s_at",0.548674181530886,0.584458668517049,0.614987093814159
"238029_s_at",-0.545261079075385,0.586526319459099,0.616738870255412
"229927_at",0.541224473831267,0.589745599702729,0.619698361801564
"235515_at",-0.52535417656194,0.600275796187061,0.63025165291669
"AFFX-r2-Bs-thr-M_s_at",-0.525161988992319,0.600612123844187,0.63025165291669
"AFFX-ThrX-3_at",-0.515865619762716,0.607107773141863,0.6366315073152
"1559826_a_at",-0.512940923167978,0.609116571074876,0.638300801037396
"209994_s_at",-0.511055788329409,0.610303454287388,0.639107105686725
"1552511_a_at",0.509996228381301,0.611263480908963,0.63967490722599
"228010_at",0.506416134391223,0.613755959392872,0.641844517643775
"206624_at",0.480889588326209,0.631686531560766,0.660144764381934
"218625_at",0.47755537431349,0.633757238359429,0.661856979487234
"202966_at",-0.454870976952883,0.650036524318624,0.678395309292307
"200952_s_at",-0.450228813361695,0.653344677506075,0.680919469885501
"207014_at",-0.450896029234529,0.653017724011259,0.680919469885501
"205267_at",0.447225604843221,0.655693206159864,0.682902243966497
"235456_at",-0.419136672529637,0.67589744146585,0.703466337786687
"242517_at",0.411176336348362,0.682130530064851,0.70947135973457
"216039_at",-0.393894025217563,0.694464081645727,0.721319205562827
"237974_at",0.394243724965295,0.694243960454936,0.721319205562827
"AFFX-r2-Bs-thr-3_s_at",-0.387450634875131,0.6992635041513,0.725811813461451
"227449_at",-0.385394146314006,0.700632782655878,0.726740372795494
"209821_at",-0.362342927869266,0.71770033439246,0.743939886225359
"221796_at",-0.360051445487323,0.719434689104854,0.745233091352862
"213472_at",0.353371911440146,0.724601426961105,0.75007760965345
"221690_s_at",-0.349814264920678,0.727075064184195,0.752129677882434
"203798_s_at",-0.336579446488863,0.73708288947316,0.761967524499263
"217320_at",-0.328083134674443,0.743515463286909,0.76809863312568
"207016_s_at",-0.322958676004902,0.747280902279521,0.771468011726195
"235683_at",0.318451333503034,0.750700153956476,0.774475697916014
"230964_at",-0.313798826032483,0.754325284159193,0.777691589257727
"205174_s_at",0.295762505428088,0.767883547811919,0.791137087281325
"1557257_at",-0.269684453239641,0.788010720230804,0.811327782564466
"210258_at",-0.26603379434297,0.790634104623323,0.81348172995854
"AFFX-DapX-M_at",0.260371388278547,0.795113052025076,0.817540686803486
"1569225_a_at",0.258935064952416,0.796113187905699,0.81801965817693
"AFFX-r2-Bs-thr-5_s_at",-0.246557425797048,0.805741527161275,0.827357664710873
"202965_s_at",0.24486141825516,0.806989773091673,0.828084009787769
"1558217_at",-0.244076212710075,0.807566389931825,0.828120658396266
"221795_at",-0.237458519482235,0.812721288321394,0.83284892397594
"216627_s_at",0.231075245976388,0.817774320042533,0.83746654447165
"238429_at",0.22426697903654,0.822898175123844,0.842150472001741
"207457_s_at",0.217279682602403,0.828483213290902,0.847299799297509
"205001_s_at",0.203747619723667,0.839034994448371,0.857518408878809
"202286_s_at",0.190429383834624,0.849324483456992,0.86745549311051
"AFFX-DapX-3_at",0.177187028800099,0.859717375772071,0.877484868204694
"205680_at",0.172707710130097,0.863219706434164,0.880472598634713
"205328_at",-0.165437820628908,0.868925229182761,0.885702081144346
"236892_s_at",0.161248630833012,0.872194160419152,0.88844262115883
"223710_at",0.144406224757187,0.885431872832745,0.901109950201508
"237737_at",0.143955296071568,0.885806972601743,0.901109950201508
"1557285_at",0.137401494501079,0.890971794783473,0.905762163222774
"206307_s_at",-0.12958920585917,0.897176870105301,0.911465021984881
"204933_s_at",-0.118199557192789,0.906156778195145,0.919367811409389
"205278_at",-0.118617997336871,0.90583578981579,0.919367811409389
"242271_at",-0.105775830141276,0.916015402823127,0.928754689882257
"AFFX-r2-Bs-dap-5_at",0.104520225208006,0.916968828225959,0.929106072808698
"204720_s_at",-0.0966716809030256,0.923143849523876,0.934126393668905
"205828_at",-0.096959881057164,0.922963237327943,0.934126393668905
"219250_s_at",0.0951181933994272,0.924425150023893,0.934805088960753
"227462_at",-0.0879566551692054,0.930069983641708,0.939749517597183
"231009_at",-0.0866266058239379,0.931156119003871,0.939749517597183
"AFFX-r2-Bs-dap-3_at",0.0873005916042032,0.930604963307093,0.939749517597183
"205319_at",0.0777011567451785,0.938252383380913,0.945825245795238
"211478_s_at",-0.0774498996762372,0.938411853927476,0.945825245795238
"219614_s_at",0.0760403106027437,0.939525119525331,0.946324314469264
"223883_s_at",0.0726804501710216,0.942219509231172,0.948414246306985
"216248_s_at",-0.0677817430604527,0.946093891994759,0.951688402525609
"203999_at",0.0582673805946196,0.95362583961755,0.958635036411339
"206641_at",0.056205810243701,0.955270510327927,0.959658235769066
"241703_at",-0.0524623386335756,0.958240934096212,0.962011062361509
"206108_s_at",-0.0498340667371632,0.960351869413737,0.963498500702773
"230563_at",0.035691917270062,0.971583874438334,0.974128953349764
"239591_at",-0.0329792374911943,0.973754234262208,0.975666055402775
"228492_at",-0.0297113451864588,0.97635935389218,0.9776364753492
"228582_x_at",-0.0251294222651073,0.97999904202913,0.980639564278822
"219759_at",-0.0214910934481499,0.982894483725716,0.982894483725716
