"","t-statistic","p-value","p-adj"
"204457_s_at",22.7065410736214,6.99792532988981e-47,1.60273483830466e-42
"223122_s_at",22.0378383342412,6.45981213842883e-46,7.39745387032177e-42
"217764_s_at",21.2258076325489,2.3347803023745e-44,1.78244910884278e-40
"202363_at",21.2149460188691,3.49345987692572e-44,2.00026778903075e-40
"223121_s_at",21.9222860391725,1.09748046562141e-42,5.02711902082544e-39
"227059_at",20.6506790051196,1.65234802507638e-42,6.30728780305407e-39
"209356_x_at",20.6487821419297,4.76557444878596e-42,1.52921813719879e-38
"217763_s_at",20.1227700284674,5.34154700152394e-42,1.52921813719879e-38
"202766_s_at",19.8927941794254,1.53796806302282e-41,3.91378694971242e-38
"213413_at",20.9164451582764,1.8628341622575e-41,4.26644908181835e-38
"225710_at",19.7932635101196,3.20853216715583e-41,6.68045565676091e-38
"225464_at",19.6807200613556,6.12141310025431e-41,1.16832270195937e-37
"226930_at",19.6801901928424,8.31611079339225e-41,1.46510681154664e-37
"204619_s_at",19.5160124231958,1.07705875779318e-40,1.76199119498124e-37
"224560_at",19.4884937525756,1.32464091775931e-40,2.02255006262943e-37
"203748_x_at",19.4585168842673,1.48204563611809e-40,2.09663896724771e-37
"207266_x_at",19.4289787688496,1.55625299931062e-40,2.09663896724771e-37
"225242_s_at",19.7187564604804,1.9457194524327e-40,2.47571181217034e-37
"201426_s_at",19.5286778536314,2.27780617536074e-40,2.74571551759405e-37
"225481_at",19.5930327181967,2.61317101062611e-40,2.99247278281849e-37
"209868_s_at",19.253322772562,4.65958038486224e-40,4.85083497974999e-37
"212344_at",19.3751482595982,4.53176044303219e-40,4.85083497974999e-37
"217762_s_at",19.1823959086435,6.56819838897345e-40,6.54049772620256e-37
"200986_at",19.5888227301078,7.20086904757116e-40,6.59686015186089e-37
"212354_at",19.3294183311693,6.98463001326287e-40,6.59686015186089e-37
"209348_s_at",19.139201768768,8.18396542522482e-40,7.20912923592016e-37
"212353_at",19.1737929678846,1.36992728209001e-39,1.16205350154472e-36
"221729_at",18.9398769176809,2.01066425639663e-39,1.64465155229471e-36
"212298_at",18.9493121131389,2.28727782628321e-39,1.74618413517881e-36
"213429_at",19.1043765580681,2.26078213316461e-39,1.74618413517881e-36
"212262_at",19.6288965358562,2.44736267562916e-39,1.80812733419144e-36
"231579_s_at",18.8040317680699,3.77139775299786e-39,2.69926008552844e-36
"204620_s_at",18.7256427176708,5.63057287209857e-39,3.90778819665677e-36
"227566_at",18.8185304617563,8.05596144649268e-39,5.426637794383e-36
"203688_at",18.6735535309571,1.24482971306185e-38,8.14580997664441e-36
"218694_at",19.0628726091963,1.34410019744931e-38,8.55109078393934e-36
"203083_at",18.5654161219827,1.72234695577065e-38,1.01184338457144e-35
"208747_s_at",18.5182254749073,1.72300100416041e-38,1.01184338457144e-35
"208782_at",18.5282507917759,1.68259725011648e-38,1.01184338457144e-35
"221730_at",18.4898124825786,2.02832807414313e-38,1.1613699470525e-35
"201261_x_at",18.6283792954207,2.42979489734947e-38,1.35730713497549e-35
"218656_s_at",18.5573656022259,2.67000286972907e-38,1.45597799346202e-35
"209210_s_at",18.4291041086978,2.78612902433035e-38,1.48397007079623e-35
"213905_x_at",18.4541229638825,2.93208920056325e-38,1.52621906728409e-35
"202283_at",18.5602960515837,5.81483357688191e-38,2.95949185358503e-35
"216321_s_at",18.2819604208673,7.33457066675569e-38,3.6518189561023e-35
"221731_x_at",18.2365059834293,7.62242170985178e-38,3.71438988129224e-35
"218559_s_at",18.2184214110993,9.21001163008848e-38,4.39451867424826e-35
"226237_at",18.2110822921528,1.25566431484197e-37,5.86907751078074e-35
"203695_s_at",20.0459776463318,1.65861555480175e-37,7.59745441032492e-35
"202237_at",18.0140399816253,2.26985416114573e-37,9.80876789673976e-35
"224694_at",18.0893471437711,2.21044542806231e-37,9.80876789673976e-35
"225269_s_at",18.0291709651675,2.25131345833414e-37,9.80876789673976e-35
"1555630_a_at",18.0849471733248,2.36828685461631e-37,1.00446062650513e-34
"202291_s_at",18.1036003216355,2.5109730875739e-37,1.04561484772191e-34
"215646_s_at",17.96385191726,3.25722015162842e-37,1.33214487737046e-34
"219489_s_at",18.5620216376906,3.3654695014104e-37,1.35226926299653e-34
"225782_at",17.9790832386568,3.73256083886076e-37,1.47391104986945e-34
"212636_at",17.9753712610958,4.30037632048882e-37,1.66934777742636e-34
"225442_at",18.0200078029343,4.65213524510569e-37,1.77579755864426e-34
"225265_at",18.2701815196152,5.31687101460009e-37,1.99626716143255e-34
"225021_at",18.3342801647345,5.9494209870122e-37,2.19773530428291e-34
"206580_s_at",19.1164745822142,6.19306088644598e-37,2.2514233886075e-34
"215388_s_at",18.0514597628892,6.42536253477217e-37,2.29937622084199e-34
"226066_at",18.7609566949294,7.41201091580654e-37,2.61165055391873e-34
"229802_at",17.9915672524948,7.92564997942135e-37,2.75032062846496e-34
"212067_s_at",17.9256798180082,1.19294749205085e-36,4.07792185230457e-34
"212667_at",17.7883304997584,1.37355857679081e-36,4.62626648297647e-34
"224710_at",17.7684840309866,1.42772637019857e-36,4.73901696473301e-34
"209335_at",17.7722722917823,1.61180937200954e-36,5.27361000673351e-34
"218181_s_at",17.7985425756005,1.64068258820833e-36,5.29247229827259e-34
"209550_at",17.9975420829795,1.68050765821999e-36,5.34564818002949e-34
"212263_at",17.7584502870211,1.74719839993649e-36,5.4816554731158e-34
"200788_s_at",18.3524574380311,2.38562642391985e-36,7.38351378203193e-34
"202238_s_at",17.689167190471,2.62355942116647e-36,7.90623439775995e-34
"211571_s_at",17.7405714289609,2.60181651395435e-36,7.90623439775995e-34
"228640_at",17.698165269516,2.73174707155891e-36,8.12535106232647e-34
"211597_s_at",17.8189925756398,2.91655737469531e-36,8.56383507085214e-34
"226777_at",18.5363722525642,3.20791083748657e-36,9.30009897607025e-34
"227061_at",19.2513677313647,4.36664924310821e-36,1.25011709518634e-33
"238623_at",19.5004087638331,5.17247112959539e-36,1.46253217631016e-33
"227561_at",17.8341033574392,5.74236328475537e-36,1.60387007696039e-33
"201147_s_at",17.7657573440842,6.29803527922146e-36,1.73787833734951e-33
"200974_at",17.3743703343773,6.92814265537627e-36,1.86676766160097e-33
"226834_at",17.9450770155196,6.86943208380348e-36,1.86676766160097e-33
"213069_at",18.0441025824185,7.84758411262382e-36,2.08992115036539e-33
"215127_s_at",17.3022137398375,9.59797045620186e-36,2.52669330297001e-33
"219506_at",17.6397996486661,9.97924436564145e-36,2.59721174666234e-33
"201141_at",17.3544116235448,1.09078417059737e-35,2.80699211901028e-33
"213800_at",18.267745815789,1.21996943145209e-35,3.10455109872747e-33
"227376_at",18.9132358862099,1.34860832433779e-35,3.39419521453939e-33
"226751_at",18.3201773826114,1.42461197830364e-35,3.54650958033567e-33
"206026_s_at",17.3760599156031,1.56965820203655e-35,3.86557868830572e-33
"213125_at",18.0503326686809,1.655471387553e-35,4.03353842437514e-33
"205547_s_at",17.2027148627856,1.84908167730364e-35,4.45784396371424e-33
"212158_at",17.2001129013089,1.89743104654561e-35,4.52675658948271e-33
"203603_s_at",18.9052081870555,2.02239098530049e-35,4.73894482941439e-33
"212607_at",17.9918418713754,2.0277544133197e-35,4.73894482941439e-33
"209118_s_at",17.128175043722,2.91047002179808e-35,6.73318130396377e-33
"222670_s_at",18.1860210908981,3.17067312052305e-35,7.26179264793394e-33
"200665_s_at",17.4492109565689,3.8091268139362e-35,8.40657045144289e-33
"208789_at",17.4830452821082,3.80917202148454e-35,8.40657045144289e-33
"221019_s_at",19.9389740457594,3.81733103501751e-35,8.40657045144289e-33
"226621_at",18.0244689137342,3.71548419618192e-35,8.40657045144289e-33
"214844_s_at",19.1079120258451,3.95662579959884e-35,8.63034292268688e-33
"201792_at",18.8356942128029,4.40110650162398e-35,9.50929643459378e-33
"209946_at",19.1087610860368,4.55375143261134e-35,9.74715598701847e-33
"200600_at",17.0036700965154,4.68607292837917e-35,9.93751187765446e-33
"201105_at",17.1159428034465,5.00743543707634e-35,1.05215865885651e-32
"201438_at",17.121114810314,6.07894904362305e-35,1.25428981933422e-32
"225651_at",16.9587048516882,6.02595585246183e-35,1.25428981933422e-32
"202133_at",17.0143556160368,6.58331116023407e-35,1.34622835270394e-32
"201893_x_at",16.9428025686848,7.45276083131947e-35,1.51053611787354e-32
"202664_at",16.9109399644365,7.64544554208403e-35,1.53599683552939e-32
"201852_x_at",17.7969588216999,7.88896378739902e-35,1.55313863010661e-32
"209263_x_at",18.0274652032418,7.92004261938571e-35,1.55313863010661e-32
"225946_at",19.9402505895887,7.93421035333683e-35,1.55313863010661e-32
"1555724_s_at",16.9413014383175,8.29292793542179e-35,1.60960108902513e-32
"225285_at",17.8022481289221,8.37024249904697e-35,1.61095515929137e-32
"212077_at",16.9614364925117,9.13405950363169e-35,1.74331137343064e-32
"205168_at",18.6058649847273,1.27429415414478e-34,2.41199661259321e-32
"211896_s_at",16.8218363538905,1.30403052289313e-34,2.4480500873624e-32
"228333_at",19.4394053117161,1.38215733667912e-34,2.5736219091026e-32
"235318_at",19.8275455669564,1.42730043274825e-34,2.63624692026074e-32
"203300_x_at",17.7235747879262,1.65354194226323e-34,3.02968568829238e-32
"209596_at",16.9784131203059,1.96608047467953e-34,3.57374135806233e-32
"226311_at",16.7908583363066,2.43061147381944e-34,4.38333028227453e-32
"226722_at",17.3131768939578,2.4687289317662e-34,4.41728896283135e-32
"209191_at",16.7439857235611,2.57681546018436e-34,4.57494608407771e-32
"202465_at",17.5689701183222,2.71089843283572e-34,4.7759774467105e-32
"225681_at",16.8055014803106,2.79282579718555e-34,4.88275490327792e-32
"220617_s_at",17.5503451755871,2.907200642513e-34,5.04421335723298e-32
"201616_s_at",16.7945495550454,3.02399988153145e-34,5.20741874336202e-32
"222877_at",18.7343488119497,3.26505500693932e-34,5.58056379283069e-32
"230264_s_at",17.1790304242661,3.69400154779211e-34,6.26694203326538e-32
"209621_s_at",17.7727581536331,3.97146868688359e-34,6.6881284805658e-32
"212488_at",16.8569581684758,4.04562989095653e-34,6.76328915274287e-32
"226771_at",17.594241246601,4.16276722101818e-34,6.90868533789706e-32
"212265_at",16.5895885783283,4.30468274088518e-34,7.09281646147433e-32
"205880_at",18.306474576055,5.23570466960144e-34,8.56523886056299e-32
"226517_at",16.9816385373994,6.49023172051096e-34,1.05422536946711e-31
"223378_at",18.3712877058608,6.86759389666203e-34,1.10766551419191e-31
"218718_at",16.4861905482945,8.04056272234385e-34,1.28778327293595e-31
"211671_s_at",16.4805813653821,8.77521550297876e-34,1.39568583794946e-31
"1555778_a_at",16.6470350501626,9.69214915550125e-34,1.53089166971341e-31
"201185_at",17.1448586806417,1.0109891739065e-33,1.58593733219045e-31
"201150_s_at",16.5261868656874,1.03597844093413e-33,1.61408260086492e-31
"227070_at",16.7056821337353,1.08068861737106e-33,1.67236563538172e-31
"202948_at",17.1278992266873,1.35102169034554e-33,2.07667448147544e-31
"219778_at",19.0127797481713,1.40941905275924e-33,2.15199497102299e-31
"211813_x_at",16.3479419027373,1.84540864005838e-33,2.7990327207455e-31
"202995_s_at",16.5506472945399,1.99968791364839e-33,3.01308238725585e-31
"209209_s_at",17.1046433229162,2.66292754334485e-33,3.98621108008021e-31
"218502_s_at",16.3216458007664,2.68791483273037e-33,3.99748788402751e-31
"210139_s_at",16.3229443335775,2.73359731598567e-33,4.03919866632385e-31
"212489_at",16.2978864367963,2.75616403872233e-33,4.04643749864472e-31
"209656_s_at",16.237572040236,2.89867989973225e-33,4.22856469704253e-31
"215446_s_at",16.9081620878419,2.98162371446354e-33,4.29485081335588e-31
"226372_at",18.0468016647687,2.97352342931786e-33,4.29485081335588e-31
"203417_at",16.5174497557811,3.14780523251313e-33,4.50588645251552e-31
"201162_at",16.2070938917359,3.42094220034279e-33,4.86644964064912e-31
"201431_s_at",16.1954887692053,3.69123711819482e-33,5.21854343938371e-31
"201842_s_at",16.215010323521,3.96521489734617e-33,5.57149182784781e-31
"226695_at",16.1891912603079,4.04237096855519e-33,5.64526965200119e-31
"202202_s_at",16.3038010558687,4.40590733404998e-33,6.11566640434828e-31
"202403_s_at",16.6476586464558,4.46306706130671e-33,6.15768824729564e-31
"208851_s_at",16.5269873277223,4.54146749963883e-33,6.22833713438492e-31
"202897_at",16.5411661946052,4.63847725716104e-33,6.32351456075948e-31
"201865_x_at",16.1434051077918,5.16672333083543e-33,7.00198014474106e-31
"216442_x_at",16.7727552132538,6.17675538874528e-33,8.32154286284901e-31
"205100_at",18.6994709151863,6.43722010468258e-33,8.62173403845293e-31
"224733_at",18.0643966470644,6.72918355793482e-33,8.96037738531286e-31
"227140_at",16.4707060953114,6.77059040628273e-33,8.96340069798227e-31
"210517_s_at",16.1511312524446,7.06739858363889e-33,9.30256492879778e-31
"210495_x_at",16.7076636489817,7.4914920927352e-33,9.80443676570939e-31
"225450_at",17.0099551781717,8.2883928708885e-33,1.07857421546568e-30
"201069_at",16.1550497758278,1.045008941532e-32,1.35219433829985e-30
"204051_s_at",16.7633356493763,1.14386571137677e-32,1.47179530267765e-30
"203325_s_at",16.1067780635877,1.56221715258696e-32,1.99885248299995e-30
"212464_s_at",16.5062935649725,1.67581889541063e-32,2.12051271610992e-30
"212646_at",16.0014059223756,1.67328934225305e-32,2.12051271610992e-30
"208850_s_at",16.1551863960855,1.69463444795642e-32,2.13144959942077e-30
"227013_at",16.2602515273316,1.70307504123478e-32,2.13144959942077e-30
"37408_at",17.916030176678,1.72756742633199e-32,2.15035199811312e-30
"204589_at",17.4328256400394,2.53405859688213e-32,3.13716454294008e-30
"206025_s_at",16.5521357968541,2.57810329933378e-32,3.17453225078718e-30
"202391_at",16.136481250462,2.59241630546917e-32,3.17508613070377e-30
"212561_at",15.8324105385264,2.80050110237887e-32,3.4116955716906e-30
"202765_s_at",17.0158670883673,2.82237626320693e-32,3.41898558848116e-30
"211535_s_at",16.2201390019538,2.83634136057032e-32,3.41898558848116e-30
"238478_at",17.571645154349,3.10864631312789e-32,3.72760871777843e-30
"225968_at",17.1430800556095,3.1459175467202e-32,3.75265362356941e-30
"219165_at",15.9945585129532,3.39474418775459e-32,4.02848840062919e-30
"201560_at",15.7777480249498,3.73950635827596e-32,4.41473784142239e-30
"228080_at",17.4917253872626,3.79358058027427e-32,4.45560902718059e-30
"211161_s_at",16.5393569491836,3.98683666901821e-32,4.63505178835147e-30
"212120_at",15.778949036962,3.98670145689303e-32,4.63505178835147e-30
"213001_at",16.6119301474008,4.1335421703286e-32,4.78133920843616e-30
"221541_at",16.2042967882468,4.16717263707603e-32,4.79601783452022e-30
"225566_at",16.9049107256163,4.20702898438437e-32,4.81767924146776e-30
"201617_x_at",15.7736032346769,4.35407228041066e-32,4.96125957404205e-30
"226676_at",16.3259417662891,4.74227015943953e-32,5.37684225057642e-30
"228827_at",16.9557099116899,5.30410309814375e-32,5.98423020969391e-30
"212154_at",15.7915228533887,5.58757959035431e-32,6.27315369401396e-30
"211067_s_at",16.2764235336444,5.63477340041729e-32,6.29527878974425e-30
"226282_at",15.76166671805,6.51964580003204e-32,7.24851688146281e-30
"203185_at",15.7812434986638,7.37249698316329e-32,8.15711586499463e-30
"210809_s_at",16.278919426438,7.55186153855511e-32,8.31539830853499e-30
"204464_s_at",15.7598830444985,8.03472730813808e-32,8.80475404489409e-30
"215076_s_at",16.7318217299783,8.47911200425873e-32,9.24748105873989e-30
"225185_at",16.8935895894984,8.78853638761612e-32,9.53951890452948e-30
"203817_at",15.7596054658559,9.47097754729212e-32,1.0231782960643e-29
"209897_s_at",16.1577859489416,9.96116283664572e-32,1.0710822180643e-29
"207233_s_at",17.0889807738027,1.01955334188636e-31,1.09116028921605e-29
"225798_at",16.3119303312785,1.09455635922946e-31,1.16598252536895e-29
"221748_s_at",15.883616795085,1.10642821493374e-31,1.17317247252905e-29
"232458_at",16.5210607829497,1.18264461557844e-31,1.24820781707802e-29
"209955_s_at",15.5255028515214,1.48274746485224e-31,1.55776904529866e-29
"229554_at",16.735629654501,1.52239112701049e-31,1.59211525031604e-29
"1557938_s_at",16.615388427835,1.61723959456822e-31,1.68361992883618e-29
"208131_s_at",16.806792140042,1.86771697722339e-31,1.93558017779852e-29
"207191_s_at",16.0483162175963,2.10453223365314e-31,2.17117575438549e-29
"212397_at",15.4540912187054,2.13127933541744e-31,2.18890989323164e-29
"202759_s_at",15.5655903731553,2.51117603945902e-31,2.56756539427366e-29
"209264_s_at",15.6350467001167,2.65011180924017e-31,2.69757825631233e-29
"213316_at",17.8953614925485,2.66255618838174e-31,2.69825329126137e-29
"211719_x_at",16.2150089577084,2.85244942389355e-31,2.87795811257419e-29
"204163_at",16.3381453713042,2.90360918524513e-31,2.91672636709075e-29
"201843_s_at",16.4985303440191,2.94220483685108e-31,2.94259027853277e-29
"212813_at",16.4522675605206,3.25911916242604e-31,3.24537418161059e-29
"201666_at",15.4161123593678,3.36916979368769e-31,3.3404370469623e-29
"213004_at",16.8232308884468,4.09681772165412e-31,4.04437139133812e-29
"201866_s_at",16.2108738628988,4.13199435059041e-31,4.06130712240493e-29
"217767_at",15.4641453233224,4.1494383558606e-31,4.06130712240493e-29
"212829_at",15.5604581345961,4.5769034349809e-31,4.44382843559006e-29
"226769_at",15.8753207088785,4.57906610836683e-31,4.44382843559006e-29
"201721_s_at",15.3597727014305,4.64563378773047e-31,4.4894072000165e-29
"201430_s_at",15.3238602043864,4.93682671096151e-31,4.75076227567863e-29
"202052_s_at",15.4103314128453,5.05011249343581e-31,4.83944462080168e-29
"203066_at",15.3202554767561,5.45414267390087e-31,5.20484290251465e-29
"213122_at",17.5756618234104,5.93500033523912e-31,5.64022044306978e-29
"202994_s_at",15.8858619897822,6.10508989336164e-31,5.77788734825048e-29
"201058_s_at",15.8755371054667,6.25264111180434e-31,5.87662804551562e-29
"213891_s_at",15.2720238808649,6.26073982930538e-31,5.87662804551562e-29
"206584_at",15.3131157244561,6.40258700176968e-31,5.98524286128698e-29
"244050_at",15.4134620096077,6.56134571264621e-31,6.10871954702179e-29
"222453_at",15.2615661870857,6.68060112703073e-31,6.19456710981315e-29
"211959_at",15.6344865926691,7.68761932094948e-31,7.09957843982685e-29
"219087_at",15.5313234735574,7.74410897827581e-31,7.12302521805024e-29
"201108_s_at",16.2004703526602,9.75181780823018e-31,8.93383533047583e-29
"209101_at",15.7493268439068,1.01409554301203e-30,9.25331881338824e-29
"202207_at",15.1846579138691,1.03267669311629e-30,9.38547392954064e-29
"207173_x_at",15.1792730775257,1.08309675678986e-30,9.80480830860007e-29
"209524_at",15.5818885039574,1.12795301974162e-30,1.01706724453316e-28
"202686_s_at",15.6157938699333,1.25448987630921e-30,1.12672869165137e-28
"212117_at",15.2090428680869,1.40575866295708e-30,1.25765979131664e-28
"217904_s_at",15.2980865147359,1.44780909606422e-30,1.29024014502564e-28
"228176_at",15.5224100221315,1.78041818932367e-30,1.58050068953799e-28
"212386_at",15.1034415537084,1.82236442086327e-30,1.61149082359195e-28
"203180_at",15.0762139084472,1.87271233123362e-30,1.64964348162476e-28
"209283_at",16.7275519445447,2.31827257946723e-30,2.03430639415854e-28
"203729_at",15.7867947479399,2.4091610153327e-30,2.10599292878492e-28
"202404_s_at",15.5106853254925,2.47547723252912e-30,2.15573593371158e-28
"225790_at",17.0416952581712,2.55850497544394e-30,2.21959997926487e-28
"226932_at",15.2865197196947,2.63341364849549e-30,2.2759650109997e-28
"225793_at",15.2740850791871,3.05192002686346e-30,2.62774903666368e-28
"217967_s_at",15.2011421283652,3.65570081240529e-30,3.13582455829657e-28
"211958_at",15.586428530723,3.80459996126145e-30,3.2513713773422e-28
"200782_at",14.9357727232498,3.83890400443224e-30,3.26849139083687e-28
"238455_at",15.4234791375334,4.18269103177293e-30,3.54800639632206e-28
"202273_at",15.2592321483886,4.25076093654453e-30,3.59244198264499e-28
"213869_x_at",15.3839945075218,4.41780450581608e-30,3.71988884546712e-28
"223499_at",16.3784668814301,4.65657500003182e-30,3.9065764551549e-28
"212609_s_at",16.298965610624,4.94337343212104e-30,4.13204677795139e-28
"223730_at",16.8731728954289,5.0267975705287e-30,4.18649980937523e-28
"221565_s_at",15.2630867066191,5.50927987534897e-30,4.57170423859122e-28
"212423_at",15.2258727030048,5.64564169294297e-30,4.66794699254415e-28
"218469_at",14.9815911263618,7.10336458586307e-30,5.85209924856194e-28
"227326_at",15.3202004159311,7.30325370338142e-30,5.99521217091558e-28
"202310_s_at",14.9503358001432,7.55082073510356e-30,6.1763016891456e-28
"221447_s_at",15.8741882048009,7.7047985350747e-30,6.27982209426391e-28
"1555229_a_at",14.9351549408232,8.20346782052242e-30,6.66255402458954e-28
"226225_at",16.0147546848745,8.41973297937951e-30,6.81403337196922e-28
"226694_at",14.843811521341,8.47093374141211e-30,6.83133082674512e-28
"218468_s_at",14.9939493122787,9.57808517934314e-30,7.69708367938582e-28
"202206_at",14.9596386033209,9.76917655004864e-30,7.82319757083091e-28
"210511_s_at",15.8378342008264,9.98597749119842e-30,7.96894921536297e-28
"223393_s_at",15.9599356068859,1.00862132532866e-29,8.02099104652855e-28
"209721_s_at",16.344331696181,1.01515556928864e-29,8.04502007038675e-28
"209539_at",14.8411928640272,1.19788082123619e-29,9.46036705130084e-28
"226152_at",15.7380653517302,1.20376954900929e-29,9.47420411716831e-28
"212119_at",14.7807740107868,1.24773561226759e-29,9.78660572868652e-28
"204463_s_at",15.4044416189493,1.34652928414232e-29,1.05254471654305e-27
"204604_at",16.9891268911443,1.38442025110936e-29,1.07848221126387e-27
"235821_at",16.8441622810166,1.40808510292596e-29,1.09319908855299e-27
"201744_s_at",15.1276391155424,1.56159624162184e-29,1.20706414401162e-27
"204359_at",16.1656186933894,1.56528861184757e-29,1.20706414401162e-27
"203104_at",15.2542184706279,1.57813646822696e-29,1.21288790375175e-27
"226001_at",14.6758158425378,1.61363184196852e-29,1.23602040389983e-27
"212372_at",14.6684337464606,1.68557044833066e-29,1.28682066593723e-27
"221276_s_at",16.6690221844536,2.06368126646589e-29,1.57024890517835e-27
"212526_at",16.2630368369239,2.31662625828639e-29,1.75687719183885e-27
"217428_s_at",16.7008538700864,2.38648037114583e-29,1.80387986601825e-27
"203570_at",15.046503750342,2.97216132436493e-29,2.23919114512928e-27
"212012_at",14.874282482851,3.21343122644468e-29,2.41302345505779e-27
"230722_at",16.3556112211487,3.28594568184009e-29,2.45941222062691e-27
"235371_at",14.7974569952275,3.34360789250048e-29,2.49441861765272e-27
"225381_at",18.1551844393808,3.36782117629666e-29,2.5043249480754e-27
"212764_at",15.0755088123285,3.41820415861295e-29,2.53356407264441e-27
"212419_at",15.184715432816,3.44884468794803e-29,2.5480287060669e-27
"236297_at",16.1496939628155,3.52613404592062e-29,2.59675395671125e-27
"229218_at",14.9450950981672,3.60607309330125e-29,2.6471119248679e-27
"218573_at",14.5940147460459,3.62799054132602e-29,2.65469224817859e-27
"209651_at",14.9752999124165,4.37518674153186e-29,3.19123891532816e-27
"213249_at",15.9661425992939,4.6094905456976e-29,3.35146545930515e-27
"203382_s_at",15.670581788224,4.81497721908067e-29,3.48979187495584e-27
"221773_at",14.5205391969492,4.97983012985797e-29,3.59454578873933e-27
"231841_s_at",17.1502639926529,4.99089883779028e-29,3.59454578873933e-27
"218999_at",15.2802260163386,5.12466230552784e-29,3.6678168994845e-27
"221814_at",15.0424645086269,5.12354255151346e-29,3.6678168994845e-27
"209655_s_at",15.4131145889431,5.92289971606156e-29,4.21280037878751e-27
"226065_at",17.1797922387194,5.91020372042749e-29,4.21280037878751e-27
"201109_s_at",14.8874704164297,6.09002589419404e-29,4.31826201407821e-27
"202450_s_at",14.8804759261098,6.12046139659311e-29,4.32644837549914e-27
"220272_at",16.5767649383693,6.53965924598234e-29,4.60854817571488e-27
"212233_at",15.4921135263016,6.71362836004045e-29,4.71663283220879e-27
"203562_at",15.2240620843969,7.76637646185155e-29,5.43955107357144e-27
"226607_at",15.548367077511,7.93719447787478e-29,5.54224283923068e-27
"201148_s_at",16.1168744529803,8.44323734599598e-29,5.87767370624152e-27
"204688_at",14.5835612043808,8.72134786697161e-29,6.03459305731875e-27
"213428_s_at",14.5019400335048,8.71523463473808e-29,6.03459305731875e-27
"214438_at",16.5213446668217,1.00821205158609e-28,6.93425844368656e-27
"224927_at",15.0093055727491,1.00779729304988e-28,6.93425844368656e-27
"213139_at",14.9342734526509,1.02378699564827e-28,7.02029747345282e-27
"227399_at",17.3614763800741,1.04194132247392e-28,7.12345734585675e-27
"225241_at",16.3290863274935,1.08258409862467e-28,7.37929274130974e-27
"201110_s_at",14.3754927269762,1.12106700567087e-28,7.61893104773887e-27
"227554_at",17.2462543562254,1.21466576061054e-28,8.23061831812522e-27
"226084_at",15.2407662079987,1.2268354151175e-28,8.28855796827025e-27
"204939_s_at",15.2036322854322,1.2434545977241e-28,8.37612960343385e-27
"225688_s_at",14.5644511121722,1.59396448135562e-28,1.07057385678849e-26
"204646_at",14.2679693471461,1.6554981905865e-28,1.1086513175147e-26
"225303_at",14.2934868628694,1.68944175453836e-28,1.12808409633213e-26
"212157_at",15.5535206837066,1.71646566562157e-28,1.14279689359683e-26
"212387_at",14.447751066005,1.91165274565388e-28,1.26906037199162e-26
"202311_s_at",14.2337038283351,2.13424247993793e-28,1.41273281843984e-26
"209200_at",14.642007163599,2.15209622745321e-28,1.42044553018331e-26
"222379_at",16.7524710704246,2.16792672319487e-28,1.42678234888885e-26
"218854_at",14.2601580372619,2.32076201689819e-28,1.52299176140456e-26
"207719_x_at",14.372669301019,2.34338412375938e-28,1.53344361675603e-26
"209473_at",15.291502096221,2.52875558212289e-28,1.65003102841483e-26
"225664_at",14.2549056407982,2.62020657311668e-28,1.70484633932078e-26
"203329_at",14.8186842799709,2.79217719714167e-28,1.81159304096702e-26
"224796_at",14.4257256594096,2.91264953768758e-28,1.88441842829544e-26
"61734_at",15.1160855463674,2.92220258750702e-28,1.88527340455418e-26
"202436_s_at",17.3640313270159,3.38245260969993e-28,2.17362158760374e-26
"212385_at",14.6728210154578,3.3881277857684e-28,2.17362158760374e-26
"203753_at",14.2514019650502,3.44475396879811e-28,2.20377654042969e-26
"202760_s_at",14.1854189616573,3.68866415281667e-28,2.35324443153093e-26
"202437_s_at",17.0651832091354,3.7977108107104e-28,2.41608251938057e-26
"200771_at",14.4300286978922,3.98121577082982e-28,2.52581121327744e-26
"223392_s_at",15.356290136579,4.31006539289423e-28,2.72689026777504e-26
"204083_s_at",14.3482423109095,4.33482094111997e-28,2.72978842146787e-26
"226103_at",15.2442224830245,4.3384839777073e-28,2.72978842146787e-26
"223502_s_at",14.2500706628212,4.59422399516035e-28,2.88278115510021e-26
"201149_s_at",15.6968844092466,5.2317834283833e-28,3.27386710000718e-26
"208790_s_at",15.3315799203649,5.79816744805423e-28,3.6184040616563e-26
"213290_at",14.9920744255358,5.88800618255837e-28,3.66448384780257e-26
"1554127_s_at",16.4530814619756,6.50859140814123e-28,4.03973628782273e-26
"226677_at",15.2761217567143,6.93942921594592e-28,4.29550668467052e-26
"211564_s_at",15.4048455349879,7.0660780768926e-28,4.36211283544666e-26
"1555579_s_at",14.9851330314332,7.40315765246491e-28,4.55791719662376e-26
"36030_at",15.875960684317,7.54884732803477e-28,4.63515416498607e-26
"203935_at",14.0030437651577,7.75185978676001e-28,4.74708140898836e-26
"204400_at",16.5944864317959,8.44043566163856e-28,5.15496794556021e-26
"238447_at",14.5080508494261,8.93957092560309e-28,5.44529236460339e-26
"214511_x_at",15.6144984053134,9.51068683897184e-28,5.7778053228905e-26
"204570_at",14.9095463634787,9.89146550379626e-28,5.99323371517052e-26
"207172_s_at",14.5697256131929,1.01867270881205e-27,6.15584724272357e-26
"209198_s_at",15.3288061776392,1.06860033661049e-27,6.44056671299737e-26
