"","t-statistic","p-value","p-adj"
"231111_at",-1.02347056311535,0.308060243664915,0.379593466436625
"232280_at",-1.02347810572941,0.30812235954923,0.379649580415107
"213330_s_at",1.02416718863587,0.308189898310388,0.37971236973494
"208623_s_at",-1.02563300406988,0.308210472953077,0.379717292202492
"218110_at",-1.02573752595276,0.308315849670139,0.379826685223774
"218523_at",-1.02249713854371,0.308633054912068,0.380197012513505
"1562454_at",-1.02285354017772,0.308806437790942,0.380390138478242
"225963_at",1.02221662331929,0.30885753300598,0.380432616889102
"228817_at",-1.02262812372917,0.309025169699572,0.380618631977914
"233167_at",-1.02212896595548,0.309276819486833,0.380908098338725
"212907_at",1.0212194460007,0.309338879905349,0.380964046161865
"236094_at",-1.02075332228208,0.30946459181495,0.381098373284106
"239660_at",-1.01993585974637,0.309685241289379,0.381349593056112
"232382_s_at",1.02048584757281,0.310138557881621,0.381887279094772
"217826_s_at",-1.01951195983778,0.31016972133858,0.381905119499892
"1555281_x_at",1.02008190951262,0.310192447379599,0.381912569741693
"235232_at",-1.02047988110681,0.31029670887069,0.382020401186122
"240991_at",1.01922524554908,0.310424911567927,0.382157694562473
"222315_at",-1.01944114615985,0.310468053131385,0.382190261804252
"204742_s_at",1.0189719475332,0.310506707712087,0.382217302307317
"217744_s_at",-1.01949727285927,0.31093492424773,0.382723844254623
"204988_at",-1.01766478287123,0.31105379806135,0.382849588187827
"1553995_a_at",1.01757608469863,0.311190085420421,0.382996750302751
"226783_at",1.01725846369598,0.31121625474019,0.383008376266232
"232578_at",-1.01698863653892,0.311238676948347,0.383015389723712
"229230_at",-1.01520128351271,0.31187031724647,0.383772075859441
"222629_at",-1.01630616593798,0.311962640938332,0.383865060195058
"201737_s_at",-1.01478549230863,0.31230417162772,0.384264663306633
"201904_s_at",-1.01508621283172,0.312386922793557,0.384345833614871
"243470_at",-1.01469962209929,0.31243935371691,0.384389692639578
"1553994_at",1.01505959527132,0.312468479244156,0.384404876195354
"207434_s_at",1.01531965838861,0.312513863621859,0.38444005900373
"204113_at",1.01501075026466,0.312622496025974,0.384553038642402
"225504_at",1.01380748190999,0.313036483235764,0.385000245706622
"233271_at",1.01473726239011,0.313029147406328,0.385000245706622
"238738_at",1.0145546297778,0.313022699602421,0.385000245706622
"211387_x_at",-1.01261026235291,0.313433557286839,0.385467903266953
"215588_x_at",1.01229655930818,0.313466356972646,0.385487541545561
"208835_s_at",1.01237265365879,0.313775829609114,0.385844795988989
"225454_at",1.0119343820737,0.313790558882719,0.385844795988989
"222730_s_at",-1.01130461856722,0.313817526041861,0.385857239433979
"1553749_at",-1.01100091073938,0.313886509066011,0.385890216875967
"224736_at",1.01147952485223,0.313894893262859,0.385890216875967
"230320_at",1.01117071505636,0.313872163950087,0.385890216875967
"202647_s_at",1.01139527029676,0.314002209891623,0.386001428433678
"214876_s_at",-1.01154408705322,0.314075258038335,0.3860648677721
"225438_at",-1.01062413458041,0.314087529196941,0.3860648677721
"229984_at",-1.01054418903665,0.314176551543492,0.386153566598723
"1557064_s_at",1.01173224502056,0.31434978118638,0.386332217850776
"238725_at",1.01232086625653,0.314355639517402,0.386332217850776
"210524_x_at",1.00990669891147,0.3145543819047,0.386555722957737
"222620_s_at",1.0101280441552,0.314785504459163,0.38681899391717
"218830_at",-1.0095009345658,0.314875509297609,0.386888078832786
"225279_s_at",-1.00948809800932,0.314865459810651,0.386888078832786
"225448_at",-1.0097310708499,0.314939883878088,0.386946417062381
"221600_s_at",1.00752279933393,0.315528157575138,0.387648395716306
"244625_at",1.00800906355727,0.315611367533344,0.38772982624128
"228099_at",1.00744070871148,0.315633857525054,0.387736657310465
"233007_at",1.00814115580721,0.315913820000422,0.388059759692661
"224411_at",-1.00778982063237,0.316056464624967,0.38821313627918
"226791_at",-1.00763708988559,0.316072582290437,0.38821313627918
"218844_at",-1.00635033282515,0.316091827600904,0.388215954930475
"201397_at",-1.00637763545829,0.316112493314991,0.388220517689594
"218541_s_at",-1.0065730659524,0.316308472186293,0.388419545251336
"221680_s_at",-1.00761487524129,0.316299566942742,0.388419545251336
"232637_at",1.00696294396659,0.31637379938928,0.388478936704518
"222209_s_at",-1.00615471427791,0.31647274917642,0.388579605124513
"226029_at",1.0058625659587,0.316710417819688,0.388840615131685
"236836_at",1.00647580496918,0.316719280237592,0.388840615131685
"232463_at",-1.00607780315464,0.316750169079744,0.388857693097844
"233214_at",-1.00466689271872,0.317064479995451,0.389214830464316
"240721_at",1.00527619744196,0.317075069065328,0.389214830464316
"1559020_a_at",-1.0047499138758,0.317138043068303,0.389263324295751
"209006_s_at",-1.00461130593796,0.317148567059281,0.389263324295751
"241813_at",-1.00478814712825,0.317669716619711,0.389882081332257
"200811_at",1.00295124837959,0.317783651156829,0.390001016099284
"228462_at",1.00299720950578,0.317878648799945,0.390096699001508
"230097_at",-1.00306258584372,0.317900239771326,0.390102292728391
"204288_s_at",1.00350788549102,0.318109041095943,0.390337603440684
"202304_at",1.00287804509235,0.31818757806731,0.390413055848902
"210212_x_at",-1.00104174284661,0.318661320357926,0.390973387269384
"223210_at",1.00112162368969,0.318695109568164,0.390993898352242
"1562391_at",-1.00184119633068,0.318792581329842,0.391071584906126
"204269_at",1.00171105222718,0.31878410114424,0.391071584906126
"202776_at",-1.00137919460718,0.318862670542864,0.391136615255917
"212483_at",-1.00014788174347,0.319091983353045,0.391396941663174
"243388_at",1.00073726318154,0.319354464404158,0.39169792203976
"226169_at",0.999500892019884,0.319548341943744,0.391914730402569
"220239_at",1.00016227575355,0.319634068793647,0.391998879656273
"218058_at",-0.999751041717183,0.319707463227981,0.392067896247079
"217902_s_at",-1.00014920382958,0.31979687360904,0.392156545283924
"204507_s_at",1.00040132856023,0.319912512736731,0.392277346568656
"218247_s_at",0.997505181595198,0.320382811419223,0.392832995874215
"203992_s_at",0.997585584823511,0.320423212499689,0.392848343257844
"206016_at",-0.999011183661363,0.320440783621096,0.392848343257844
"237435_at",0.999722202350455,0.320446786392308,0.392848343257844
"200685_at",-0.997587934016822,0.320484838692099,0.392873963526476
"211358_s_at",-0.9987890849944,0.320619682571957,0.393018228963045
"219123_at",-0.99753553050591,0.320671120602023,0.393060244856738
"203332_s_at",-0.996932383247672,0.320810720995239,0.393207817740162
"243964_at",0.997140223076351,0.320825852076602,0.393207817740162
"223287_s_at",0.995554579537347,0.321395260807948,0.393884613564021
"206218_at",1.00017628092595,0.321486993841319,0.393975954836949
"222688_at",-0.994632981144693,0.322035912730417,0.394627528585593
"203266_s_at",-0.993950923307235,0.322227815577567,0.394841563328501
"224860_at",-0.99368653110806,0.32245877049486,0.395103425029092
"209591_s_at",0.993748513937738,0.322707364517597,0.395386870462019
"202169_s_at",0.993229706334866,0.322784502393164,0.39546022565051
"222617_s_at",0.992675455765825,0.322870607490812,0.395544558617923
"202971_s_at",-0.99289354902518,0.322912942155553,0.395572656651349
"234000_s_at",-0.992671374676201,0.322928086338482,0.395572656651349
"221522_at",0.993265812504432,0.322966649712714,0.395598736676131
"219542_at",-0.992428468765819,0.323014274798497,0.395635912921011
"201888_s_at",0.992006496920514,0.323141510528611,0.395770589071485
"60815_at",-0.991877894889915,0.323281420350987,0.395920772701923
"244636_at",0.991955183172451,0.323413898739129,0.396061839526376
"218856_at",-0.993203645575039,0.323437731680563,0.396069848082122
"235459_at",-0.99187500029333,0.323562294674811,0.39620119947269
"222687_s_at",-0.991202891489858,0.323587750196959,0.396211186461425
"212721_at",0.991761973483895,0.323607230108039,0.396213856044286
"213233_s_at",-0.990576294181105,0.323781338593751,0.396405837270149
"210458_s_at",0.991035908595642,0.323992254066291,0.396642858396422
"207232_s_at",-0.989791176780157,0.324097254945609,0.396750196697808
"238149_at",0.989436740746205,0.324396381423461,0.397073931042784
"241993_x_at",0.989573123275846,0.324382299178561,0.397073931042784
"227830_at",0.989156589279522,0.324521436394147,0.397205774782768
"64942_at",-0.988918837585639,0.324596576977441,0.397276513787973
"238341_at",-0.988815894976349,0.324625254229838,0.397290381405684
"227029_at",-0.9885803980271,0.324774055600252,0.397451252760489
"212437_at",0.988939384748479,0.325039132386105,0.397733143614841
"225321_s_at",-0.988974893992262,0.325023089087054,0.397733143614841
"206217_at",-0.988246330774354,0.325337742606552,0.398077268881177
"206400_at",-0.988294099998745,0.325603057496714,0.398380620003593
"217952_x_at",-0.987155106558003,0.325638390658405,0.398402567374436
"212441_at",-0.987636413234007,0.325657068194556,0.398404136149774
"232535_at",-0.987492905821603,0.325715877628493,0.39845479891707
"239361_at",0.98716450391717,0.325876860163139,0.398630440010489
"235681_at",-0.986072440316818,0.325976925879812,0.398731549531368
"1555279_at",0.986878616700112,0.326086535881744,0.398844322098776
"202902_s_at",-0.987134710670081,0.326165889276711,0.398920077010815
"205595_at",0.985958468586951,0.326270630672425,0.399005566760495
"224410_s_at",-0.98652797824392,0.32625650427444,0.399005566760495
"225335_at",0.985029542105527,0.326415730065682,0.39916169927355
"222863_at",0.984991965309824,0.326470918724793,0.399207872480189
"236417_at",0.986010318020722,0.326555766976144,0.399290306500167
"1566557_at",-0.985095361796369,0.32663544017661,0.399366404354308
"227045_at",0.984307120680824,0.326937425213677,0.399714292941272
"218728_s_at",-0.984786340273915,0.326983235906541,0.399748961885743
"209220_at",-0.983866831779631,0.327016750188289,0.399768595119423
"1557411_s_at",-0.984486914126552,0.327045299312842,0.399782156819066
"240282_at",0.985205687430321,0.327178609650795,0.399923770978927
"223430_at",0.983973343887237,0.32721960959427,0.399952541281757
"225704_at",0.983648019745124,0.327247952977934,0.399965839535387
"208705_s_at",0.983810846844966,0.327337310681038,0.400053704724003
"233917_s_at",-0.982866373486797,0.327616364506024,0.400373384359504
"202930_s_at",-0.982702001886033,0.327644168681878,0.400385999110076
"239744_at",0.983829571389723,0.327727089209063,0.400465961914058
"225643_at",0.982795831942844,0.327758232484707,0.400466709389044
"241387_at",0.983605785212543,0.327762671593138,0.400466709389044
"212739_s_at",0.983281473589999,0.327784865218204,0.400472461756777
"206536_s_at",0.983315627604005,0.327809954522583,0.400481751129819
"1557360_at",-0.983401965208727,0.32783678202763,0.400493162938916
"204273_at",0.982726045695248,0.327896434104858,0.400544670665293
"235286_at",0.982975391307655,0.327987452864131,0.400634487090517
"208998_at",0.98230403585478,0.32804293742763,0.400680891467389
"233241_at",0.981896530112522,0.32811257702434,0.400744579329589
"233800_at",-0.982673576302988,0.328234167127086,0.400871707444764
"212610_at",-0.981321543033224,0.328393200745829,0.401044549252518
"235443_at",-0.981329885489889,0.328503111185194,0.40115738498931
"208627_s_at",-0.981838780418649,0.328597508825624,0.401229873894187
"219982_s_at",0.981223655220145,0.328592335748412,0.401229873894187
"1560081_at",-0.981052265863744,0.328867437342698,0.401538059359197
"234605_at",-0.980450591476187,0.328894045853588,0.401549140795603
"228490_at",0.980204693047765,0.329029086132257,0.401692599130442
"211031_s_at",0.980831249175942,0.329073107170545,0.401724927963701
"235058_at",-0.980341922149514,0.329183908881165,0.401838773324023
"1565620_at",0.980369944169101,0.329256857364116,0.401906401119776
"206271_at",-0.979694259966056,0.329359162455961,0.402009853854662
"202520_s_at",-0.978813497965225,0.329761550684091,0.402308037890467
"206284_x_at",0.980611164633595,0.32968418846501,0.402308037890467
"206510_at",-0.978501077151344,0.329627663066887,0.402308037890467
"218679_s_at",0.978966020851199,0.329750116745956,0.402308037890467
"222881_at",0.980371822606186,0.329660616188824,0.402308037890467
"224517_at",-0.9785469329001,0.329730560082525,0.402308037890467
"225512_at",-0.978437483059231,0.329736474849562,0.402308037890467
"227896_at",0.978824448892066,0.329648326489777,0.402308037890467
"232269_x_at",0.97851521447912,0.329699956807078,0.402308037890467
"203227_s_at",0.978298084635547,0.329796004508511,0.402328640207651
"203076_s_at",0.978103996121541,0.329839929407976,0.402360793780606
"228434_at",-0.978133481492136,0.32992251652626,0.402440104175593
"1557950_at",-0.978044104520352,0.330213944696979,0.402774137263402
"228990_at",-0.9784529563461,0.330299522131116,0.402857064403501
"218930_s_at",-0.977543845377475,0.330354576496981,0.402902756563734
"212635_at",-0.97729586482475,0.33039673990191,0.40291126851464
"224455_s_at",0.97802046646791,0.330379246655097,0.40291126851464
"210230_at",0.977164231885443,0.330482549321623,0.40296315730187
"228719_at",-0.977365956448171,0.330492072949322,0.40296315730187
"229693_at",-0.976781866464848,0.330463886317727,0.40296315730187
"238631_at",-0.976670615078895,0.33064213133521,0.403124659780161
"210598_at",-0.97683682356628,0.330682674723189,0.403129046089722
"227747_at",0.977873576197805,0.330698533726311,0.403129046089722
"229007_at",0.976816904879909,0.330677646086677,0.403129046089722
"235007_at",-0.976747588728416,0.330788006533874,0.403216654087249
"239853_at",0.978494833818303,0.330989511472658,0.403440807943496
"241774_at",0.976874394323767,0.33106323182463,0.403509190489037
"206323_x_at",-0.975989795101808,0.331174307285665,0.403623092792869
"238606_at",-0.975865024587005,0.331206849547829,0.403641274687061
"228047_at",-0.976040791424089,0.331588465751059,0.404084847882117
"208610_s_at",0.975292484550373,0.331668856600722,0.404161310067908
"207492_at",0.975732001575817,0.331753195639289,0.404224736081774
"235613_at",0.974430878502141,0.331756205044278,0.404224736081774
"221725_at",0.974404789104025,0.331862260369615,0.40433244756066
"231818_x_at",-0.974076085653137,0.332069232006661,0.40456309487997
"227467_at",-0.975594436686117,0.332094856511191,0.404572792482756
"202578_s_at",0.9740338735144,0.332211013230626,0.404692773576992
"237732_at",0.975547547214731,0.332291751625544,0.404769598312937
"213291_s_at",-0.972928332448319,0.332440254710638,0.404928955679292
"227722_at",-0.973060095246233,0.332525037053385,0.405010685153886
"242989_at",-0.973290904936392,0.332595803277393,0.405075335414099
"220736_at",0.973228674773851,0.33291277725068,0.405439824384363
"202980_s_at",0.971585588016686,0.333237543671889,0.405813764168515
"242243_at",0.972538609261733,0.333289274243976,0.40585518120001
"218311_at",-0.971458979822767,0.333542678873817,0.406142164615186
"204878_s_at",-0.970468842621717,0.333680798714431,0.40626714863413
"218187_s_at",-0.971369179235943,0.333680586982052,0.40626714863413
"244482_at",-0.970469662159506,0.334008493336766,0.406644510041035
"229869_at",-0.970065939079078,0.33415315108298,0.406799001714426
"224629_at",-0.969499419032675,0.334249149591445,0.406894242218182
"1555847_a_at",0.970041036195413,0.334282478022271,0.406913185976299
"242679_at",0.969894008984577,0.334406276718253,0.407042248919969
"210733_at",0.968625370975277,0.334603234082886,0.407251690535087
"223171_at",-0.968467449894717,0.334613907020446,0.407251690535087
"203075_at",0.968235283098393,0.334700542524407,0.407335486765316
"215067_x_at",0.968372744589614,0.334769661360528,0.407397957180668
"226473_at",0.967994715853304,0.335021722088653,0.407683040273972
"214735_at",-0.968090194113243,0.335170772294225,0.407821080478916
"234032_at",-0.967369906324243,0.33516683055781,0.407821080478916
"201194_at",0.967996880658201,0.335246126297317,0.407891098097506
"242669_at",0.967217846112096,0.33557795874122,0.408273146828694
"229468_at",0.967403771310015,0.335761096645823,0.408474258816493
"224159_x_at",-0.96644717799436,0.335832286372735,0.408539164752469
"1553510_s_at",-0.966250398991105,0.335920306676872,0.408624537062906
"225469_at",-0.966110848793602,0.336008636326367,0.408710276583079
"210379_s_at",-0.965922439033245,0.33614232561022,0.408851178090858
"213208_at",0.965910210121115,0.336278550345135,0.408995148348713
"242886_at",0.965853656892285,0.336448557107961,0.409180188160771
"1568611_at",-0.965106583866452,0.336599893968323,0.409342503666782
"233609_at",-0.964753642640817,0.336633019421471,0.40936105149251
"225336_at",-0.964871108812356,0.33669130328865,0.409410189499334
"204279_at",0.964603261161491,0.337047309592595,0.40979957167273
"233231_at",-0.964151770668943,0.337035037837243,0.40979957167273
"1556493_a_at",0.963164299336859,0.337438790423842,0.410253775192549
"222805_at",-0.963273832199155,0.337505965790293,0.410313664976648
"226990_at",-0.962725843099474,0.337731555911841,0.410566126594952
"202414_at",-0.962475770696306,0.337751198267145,0.410568212616763
"224852_at",-0.963035538788289,0.337772254146987,0.410572016597412
"1555240_s_at",-0.963117468990312,0.337792912198505,0.41057533662805
"201203_s_at",-0.963046735644176,0.337967692303825,0.410744179189944
"222550_at",0.962452840119878,0.337952877324844,0.410744179189944
"1554029_a_at",-0.960665789711626,0.338706374632579,0.411620083742436
"228866_at",0.961249445020731,0.338749972594247,0.411651224190908
"229419_at",0.960412513524172,0.338802170642996,0.411692811663653
"224691_at",-0.961018059822428,0.339083474132533,0.411992770136787
"226101_at",-0.960326075806181,0.339084998344253,0.411992770136787
"214846_s_at",0.959471471388076,0.339169150067582,0.412073154951877
"227898_s_at",0.960076111674616,0.339427207167607,0.412364806161665
"218826_at",-0.958053388654268,0.339809159451231,0.412806936769297
"209899_s_at",0.958643775493027,0.340014051479072,0.413033935558777
"224763_at",-0.95748315881414,0.340276656472088,0.413331013692932
"1554132_a_at",-0.95742244114774,0.340387689945149,0.413400109386666
"1558815_at",-0.957581503870733,0.340373890151917,0.413400109386666
"228446_at",0.957538726728406,0.340372891459221,0.413400109386666
"217970_s_at",-0.958045502072248,0.340412775821668,0.413408653939427
"236122_at",-0.95739793289829,0.340461923604833,0.41344641762044
"1565358_at",-0.956444270731809,0.340711123529352,0.413727101542481
"222741_s_at",-0.956174168947573,0.34074504695086,0.413746358303231
"225941_at",-0.956326316078131,0.341006578956468,0.414041969879658
"221488_s_at",-0.955460612038747,0.341216728528361,0.414275166109258
"211037_s_at",0.956796479517209,0.341249653451839,0.414293178532068
"235235_s_at",-0.955480036244823,0.341406989989934,0.414462222608898
"238076_at",0.955180208957048,0.341711480594572,0.414809881807255
"225819_at",0.954083215262966,0.341802558548311,0.414898452323085
"219862_s_at",-0.954434101001843,0.341831616865345,0.414902624395789
"220216_at",-0.955087325258351,0.34184222688506,0.414902624395789
"233543_s_at",0.954303818984392,0.341968312855831,0.415033663787669
"212410_at",0.953635953366942,0.342081993614324,0.415127637352242
"230411_at",-0.954976299097328,0.342070988754329,0.415127637352242
"228329_at",0.954522970656217,0.342261369531866,0.415323309652874
"210407_at",0.953918531207317,0.342325668061066,0.415379325859741
"207526_s_at",0.955056848277481,0.342394242183707,0.415440523878652
"210039_s_at",0.953668676148366,0.342443333303656,0.415478077165526
"227126_at",0.952679703825542,0.342788549002565,0.415874888113452
"201611_s_at",-0.952085874893782,0.342910400545014,0.415978649559452
"219629_at",0.953221833512654,0.342893944928947,0.415978649559452
"219482_at",-0.952465751513936,0.343073263189766,0.416154173340142
"237346_at",-0.952102453439105,0.343186751803875,0.416247745409317
"239957_at",-0.951775223394171,0.343168584630134,0.416247745409317
"208934_s_at",0.951728013156256,0.34332397080564,0.416392125786993
"222600_s_at",0.951206316936166,0.343762227298983,0.416879502903135
"240254_at",0.951030617957027,0.343759751835777,0.416879502903135
"1569106_s_at",0.950710930998123,0.343802503416029,0.416906270754345
"203834_s_at",-0.950542019792041,0.343945095231565,0.417035021233973
"221216_s_at",-0.950283445078107,0.343933054691064,0.417035021233973
"242188_at",0.951265041896101,0.343973695372672,0.417047620175771
"243683_at",0.950382111275609,0.34407807836566,0.417152095114536
"204573_at",0.949616410087706,0.34414588004083,0.417212211019221
"236355_s_at",-0.949242632944422,0.344258861894492,0.417327090137594
"237131_at",-0.949544562495557,0.34448318866413,0.417576927594716
"210596_at",-0.948796098175712,0.344530936595508,0.41761270393474
"211619_s_at",-0.94903357000704,0.34477918395635,0.417891492916612
"225754_at",-0.949182415539089,0.344834013965499,0.417935832240663
"229455_at",0.949442549650846,0.344935416035113,0.418014489309074
"240478_at",0.948748955047364,0.34492496746436,0.418014489309074
"202742_s_at",-0.947891195287435,0.345053163742015,0.418135058686951
"218534_s_at",-0.947616479543192,0.345226297897862,0.418300597860266
"220668_s_at",0.947519358708359,0.34521611359063,0.418300597860266
"1565868_at",0.947475430759073,0.345258752377266,0.418317791128209
"1557690_x_at",0.947882478497419,0.345332506814299,0.418385019232325
"228905_at",0.947929224103943,0.345543841929836,0.418618916250676
"201204_s_at",-0.947231796518537,0.34578788998761,0.418864194595904
"202668_at",0.947954848278808,0.34580116977773,0.418864194595904
"205640_at",0.947342588152049,0.345770866232597,0.418864194595904
"227508_at",-0.946271398388196,0.345862574135178,0.418916417336611
"224676_at",-0.946817687845023,0.345935546723114,0.418982645510284
"230026_at",0.946539706997725,0.345972286053305,0.41900498479609
"236117_at",-0.945956687108006,0.346222875122383,0.419286300175969
"222614_at",-0.945539223409038,0.346325615086959,0.419388545568478
"208829_at",0.945209979621635,0.34669749429609,0.419816681392796
"201321_s_at",0.944981340984215,0.34677351415849,0.419886534220032
"235282_at",-0.944276473544207,0.347112815908082,0.420275154511673
"221551_x_at",0.944166485723006,0.347172469111946,0.42032516044145
"220675_s_at",-0.942873117849061,0.347599118310266,0.42081946329739
"243646_at",-0.943578892113632,0.347652446409348,0.420861778112654
"210372_s_at",-0.942203654500729,0.347865981691535,0.421098022129029
"228742_at",-0.941934154005846,0.34813201984125,0.421397793479422
"230609_at",-0.942053906192453,0.348482071587694,0.421799222364071
"213850_s_at",0.941719645109124,0.348599315536561,0.421918835477136
"220707_s_at",-0.941715167585607,0.348745578513385,0.422073556578528
"223197_s_at",-0.940559201295803,0.348958971887982,0.422309502412177
"228045_at",0.939886614067094,0.349271467634593,0.422665350482674
"214102_at",-0.939206946658455,0.349717441137949,0.423182678416149
"229342_at",-0.93892511720692,0.349748571322891,0.423197988641599
"235189_at",-0.938840567169265,0.349819660514489,0.423261645346471
"206440_at",0.938243849826214,0.350068971580421,0.423540922139798
"218210_at",-0.937987849801014,0.350102895084522,0.42355959041365
"226098_at",0.938412270265648,0.350148978922682,0.42359296768784
"226480_at",-0.937763013881261,0.350269403339307,0.423716270251949
"216211_at",0.937579172599875,0.350625462320036,0.424124588756512
"213852_at",-0.936906481948592,0.350649902234281,0.424131751300329
"225962_at",0.937422833423548,0.350737295971723,0.424215055430945
"209935_at",0.936181074346659,0.351368169851301,0.424955652643204
"209362_at",-0.934845512036094,0.351578226126475,0.425187248546555
"208706_s_at",-0.935142905957137,0.351646706060399,0.425247611220303
"205732_s_at",-0.935288601446457,0.351926065988788,0.425562971982113
"202322_s_at",-0.935150208898993,0.352027880336387,0.425663615613973
"227908_at",-0.934140650017989,0.352371123323483,0.426056162890811
"236703_at",0.934272051729264,0.352402164726562,0.426071201960221
"227345_at",-0.934778497392235,0.352423908183042,0.426074998369732
"204838_s_at",0.933132851099058,0.352586713477746,0.426249326934854
"234419_x_at",0.933861816570974,0.352691625492282,0.426353652414743
"205370_x_at",0.933042358341466,0.352728111223811,0.426375253673877
"235381_at",0.932574191422577,0.352750365729523,0.426379650955418
"1553142_at",-0.932885578349981,0.352838969570182,0.426464241915979
"223723_at",-0.93334799242361,0.352880311968805,0.426491703695068
"241360_at",-0.933352622947986,0.352929403682666,0.426528527916421
"1569484_s_at",-0.932675625053698,0.35314942114041,0.426771131404266
"226670_s_at",0.932992460946735,0.353174625881007,0.426771131404266
"239476_at",0.932905294365537,0.35318604657191,0.426771131404266
"242279_at",0.933476707682501,0.353222044788904,0.426792112466382
"216941_s_at",0.931628674467258,0.353324744573615,0.426893681418523
"228439_at",0.93236049406099,0.353473952926693,0.427051429228256
"225845_at",0.930776397145151,0.35372951963766,0.427337651031825
"223586_at",0.931462312210251,0.353970953234229,0.427597418361478
"234043_at",0.931708161027275,0.354000552309828,0.427597418361478
"234405_s_at",-0.930842893076659,0.353990914112233,0.427597418361478
"210705_s_at",0.930218205661781,0.354074388765629,0.42766405051678
"228545_at",0.92968842773643,0.35437044958736,0.427999072240643
"217436_x_at",0.930298834052445,0.35451995740936,0.428157065204944
"205081_at",-0.929845389321508,0.35455103589476,0.428165949357354
"218717_s_at",0.929537131246435,0.354564703118001,0.428165949357354
"202888_s_at",0.928867100405897,0.354700804414196,0.428307719908173
"214773_x_at",-0.929523219403895,0.354728368115303,0.428318421285575
"1553274_a_at",0.929438670567416,0.35475645918837,0.428329758278835
"202329_at",-0.929015830164029,0.354949988628945,0.428518243085168
"39402_at",-0.929607741710125,0.354934835052921,0.428518243085168
"244165_at",0.92837948592558,0.354990066887029,0.428544038684041
"1861_at",0.92877446346263,0.355221926776807,0.428801338163138
"233969_at",0.928875096535993,0.355389825241042,0.428981404421607
"204055_s_at",0.928380570958538,0.35542638837125,0.429002928741331
"226411_at",-0.927366005806918,0.355461743966408,0.429022993363334
"201052_s_at",-0.927941369286454,0.355716762950658,0.429308163664379
"233642_s_at",-0.927290492848585,0.355752260628109,0.429328381555779
"203409_at",-0.926649411202428,0.355902211633393,0.429486714423288
"201067_at",0.925685016832441,0.356314714352626,0.42996184946355
"230241_at",0.925805030490386,0.356529198015937,0.430197999165429
"229962_at",-0.925887714828551,0.356736678597423,0.430425674318659
"214642_x_at",0.926903116863981,0.356796432670226,0.430475093370183
"1553292_s_at",0.925865331670286,0.356959235714988,0.430648829307858
"243310_at",-0.925136916541779,0.357035674973562,0.430718359964155
"223143_s_at",0.925384783271773,0.357204576730581,0.430899421724454
"236557_at",-0.924571229972508,0.357254453794156,0.430936891307081
"236032_at",-0.923877178243882,0.357281485989108,0.430946801854252
"219140_s_at",0.923676203861704,0.357343121889205,0.430993613958651
"227031_at",-0.924211556461114,0.357357932544854,0.430993613958651
"202862_at",-0.923291222185425,0.357819047457798,0.431527020374174
"225297_at",-0.922449491443899,0.358181423247454,0.431941298264345
"232347_x_at",0.922374108508974,0.358216615035618,0.431955822819792
"239329_at",-0.922614150091996,0.358231187994547,0.431955822819792
"208932_at",-0.922380712656291,0.358389271059692,0.43207008949459
"210502_s_at",-0.922301443411097,0.35840010542664,0.43207008949459
"211513_s_at",0.921891561178644,0.358375809634883,0.43207008949459
"231644_at",-0.922361975890974,0.358401412924867,0.43207008949459
"217356_s_at",-0.921924820897508,0.358517319865093,0.432187071786422
"1561206_at",-0.921422330281903,0.358575914663293,0.432234956501758
"222428_s_at",-0.92128472498191,0.358713167154331,0.432360738912994
"241223_x_at",0.921468430429878,0.358718017762944,0.432360738912994
"212107_s_at",-0.921495614976304,0.358871350053476,0.432522787469071
"206643_at",0.92183522005454,0.359006554691411,0.432662972116259
"229309_at",-0.920744803462901,0.359077572824349,0.432725790602266
"206989_s_at",-0.920277935670063,0.359263366847515,0.432926912075588
"228345_at",-0.919958399692325,0.359653296834179,0.433373991550123
"242750_at",0.919014845541647,0.35979306076855,0.433519595474647
"223324_s_at",-0.919039319196359,0.359880128270122,0.433601692765037
"229004_at",0.918635313980514,0.360035546284487,0.433766129224283
"1554159_a_at",0.918902988891684,0.360230894252511,0.433978652941205
"231106_at",-0.918632347173131,0.360519829315504,0.434303894951241
"225899_x_at",0.91806389709143,0.360661116888878,0.434428398028083
"244019_at",0.917523649224535,0.36065541941994,0.434428398028083
"212870_at",-0.917362198024441,0.360735331689587,0.434494940924881
"206517_at",-0.916598279354921,0.36129799154858,0.43514976338016
"228897_at",0.916402959033564,0.361497247109551,0.435366853370671
"236978_at",0.915994267829338,0.36160972165661,0.435479411878292
"200737_at",-0.915697357881415,0.361830756931469,0.435699780546868
"208666_s_at",-0.916355780401154,0.361824880279044,0.435699780546868
"202743_at",-0.915045210666164,0.362247917277547,0.436179172988153
"209376_x_at",0.914903678250647,0.362351851400238,0.43628138222162
"204631_at",-0.917226428307883,0.362554451984923,0.436502371540278
"226764_at",0.913636927499345,0.36262103998984,0.436559592035708
"229467_at",0.913726048423995,0.362750310348025,0.436692265855496
"220937_s_at",0.9129795968675,0.363221551944271,0.437236581739705
"235057_at",0.91350688243493,0.363245269765198,0.437242151334017
"219980_at",-0.912178736677717,0.363394001738199,0.437398193284107
"219094_at",0.912480944769327,0.363423787387074,0.437411056940783
"209964_s_at",0.912796918603808,0.363473355564296,0.437447727929011
"239208_s_at",-0.912256569067771,0.363529845044851,0.437492724557944
"AFFX-ThrX-5_at",-0.912069455263467,0.363738031252915,0.437720267433034
