"ID","statistic","p_value","p_adjust"
"226303_at",-8.41444422710285,7.78025019817839e-13,6.81479594149138e-12
"233950_at",7.99020582858213,7.8919918827282e-13,6.91002505199058e-12
"205190_at",8.39009636864835,7.94870209489988e-13,6.9570155725358e-12
"225855_at",-8.10543222930136,7.95282746958994e-13,6.9579634364775e-12
"241872_at",-8.42564875643328,7.97794158294813e-13,6.977266692238e-12
"239370_at",8.18669800588629,8.03323546596519e-13,7.02293941539082e-12
"220234_at",7.96247318666823,8.13831685304443e-13,7.11208660409347e-12
"235836_at",-8.06006463739919,8.18117259446883e-13,7.14680738103523e-12
"1554246_at",7.9802954682588,8.34530011704634e-13,7.28740029312141e-12
"1554867_a_at",-8.19870664373193,8.37185021159377e-13,7.30779444042556e-12
"1556314_a_at",-8.26260359099067,8.51024461834764e-13,7.42576476236591e-12
"223316_at",-8.24629095824189,8.60099256202783e-13,7.50208618968637e-12
"229641_at",-8.88637837121979,8.69063647180908e-13,7.57738681320143e-12
"222409_at",-7.94441346794117,8.71563285247609e-13,7.59628518811465e-12
"225809_at",8.01270738487871,8.74690669176002e-13,7.62063832535435e-12
"215164_at",-8.40708624910102,8.76302330002257e-13,7.63177238657716e-12
"213397_x_at",7.96140334361764,8.80079461170912e-13,7.6617500102698e-12
"212817_at",-8.29262044348054,8.86479481683303e-13,7.71453034478582e-12
"221881_s_at",-8.0683116016663,8.961861283374e-13,7.79603528150488e-12
"208963_x_at",-7.94665263466004,9.04244120050329e-13,7.86314183481027e-12
"207949_s_at",8.08602521363869,9.17897723421943e-13,7.97883729937661e-12
"226292_at",8.08220108916095,9.19027120655431e-13,7.98561939566478e-12
"209011_at",-7.98725624405245,9.25251581735279e-13,8.03665160436226e-12
"203884_s_at",-8.02825817349604,9.2890730061667e-13,8.06534167240062e-12
"200670_at",7.99232268964004,9.33010773568704e-13,8.09789616376329e-12
"203936_s_at",-8.13254797034597,9.42365121842055e-13,8.17598267698324e-12
"231240_at",-8.15629607612621,9.50099188172788e-13,8.23995769188914e-12
"209605_at",8.07095618161196,9.52778768432104e-13,8.26006460729424e-12
"227697_at",-8.07331517182888,9.60144147271282e-13,8.3207641713127e-12
"1552519_at",7.97880307572676,9.65096598079514e-13,8.36051484775701e-12
"205326_at",-8.29052532467493,9.79494483921852e-13,8.48202909780112e-12
"217362_x_at",-7.93814658566757,1.0025247548443e-12,8.67817605726315e-12
"223623_at",-8.80045617787627,1.02704935396952e-12,8.88710507956223e-12
"211748_x_at",-8.13533261822632,1.02996806512972e-12,8.90899003385654e-12
"1556427_s_at",-8.40992720963239,1.03932283211945e-12,8.986507814961e-12
"203069_at",-8.25007730313514,1.06889670886282e-12,9.23872552218167e-12
"223438_s_at",8.12851231007343,1.07752853890455e-12,9.30981401010468e-12
"229599_at",8.15950322526169,1.07871000762326e-12,9.31650221840783e-12
"214058_at",8.0317755371861,1.08138381877931e-12,9.33606943581837e-12
"202074_s_at",-7.94891107957575,1.08304513510434e-12,9.34688386408912e-12
"219434_at",-8.1629297220519,1.09284723976585e-12,9.42792017104678e-12
"207158_at",8.04543952305251,1.09622230872967e-12,9.45347066389424e-12
"212511_at",-7.90616393683621,1.09878496475564e-12,9.47199854653658e-12
"224879_at",7.96161363212754,1.10564063852979e-12,9.52750618054872e-12
"212681_at",-7.90899322595471,1.10954660418681e-12,9.55756340404983e-12
"228758_at",-8.45145592446644,1.12139132405792e-12,9.65595616762225e-12
"1554479_a_at",-7.90576463959744,1.1295378388644e-12,9.72244274551328e-12
"1555526_a_at",-7.97642153982335,1.13332388882028e-12,9.75136092449955e-12
"231319_x_at",8.04524960705554,1.15458390167411e-12,9.93055051947612e-12
"203671_at",7.89222419962017,1.15804198914349e-12,9.95654898184643e-12
"202748_at",-7.88950605461015,1.17234984157199e-12,1.0075776353533e-11
"208358_s_at",8.15073267089477,1.17468679565758e-12,1.00920687515736e-11
"207795_s_at",-8.45087467116766,1.19497843840777e-12,1.0262544831538e-11
"211919_s_at",-7.89763793256055,1.1954479489163e-12,1.02627231950885e-11
"235198_at",-7.88455377737773,1.20537052748253e-12,1.03440240013229e-11
"203231_s_at",-7.89420641263715,1.20659908609019e-12,1.03506830828517e-11
"222399_s_at",7.98651038984154,1.2093920576045e-12,1.03707522899943e-11
"209481_at",-7.99648408582644,1.22578554021158e-12,1.05073895444673e-11
"203058_s_at",7.89085091591466,1.23915060540045e-12,1.06167783645614e-11
"210692_s_at",-7.98843137085838,1.23947521790026e-12,1.06167783645614e-11
"231993_at",-8.85181735625239,1.24680950389204e-12,1.06756021542535e-11
"217504_at",-8.42659981776641,1.24867412245577e-12,1.06875663100911e-11
"209619_at",-7.92075606339147,1.25957506409587e-12,1.07768356587627e-11
"225406_at",-7.87698658711949,1.28191814297103e-12,1.09638997493446e-11
"229295_at",-8.19052908384911,1.28701728851005e-12,1.1003396406813e-11
"204134_at",-8.41462753123059,1.28999354095378e-12,1.10233757138292e-11
"206698_at",8.12484985404321,1.29031818040755e-12,1.10233757138292e-11
"218275_at",7.90644494960938,1.3045358810352e-12,1.11365194472845e-11
"224339_s_at",-8.78262436137937,1.30420865003212e-12,1.11365194472845e-11
"221755_at",-8.15377521211412,1.30738413999531e-12,1.11566698812286e-11
"209357_at",-7.94764135579475,1.3176105165914e-12,1.12397435712217e-11
"238418_at",-7.87173081627163,1.33372067928713e-12,1.13729276417959e-11
"225799_at",-7.95981319374449,1.33665490210191e-12,1.13937001904848e-11
"205624_at",-7.86473064755863,1.3395003402383e-12,1.14137007381706e-11
"231175_at",-8.75699996765702,1.34168005167234e-12,1.14280159336113e-11
"1562669_at",7.86876954157567,1.34290202989286e-12,1.14341658315896e-11
"204513_s_at",-7.87107240908069,1.34565815721849e-12,1.14533688334897e-11
"243357_at",-8.63701369319397,1.35573401512464e-12,1.15348351658856e-11
"238835_at",-8.41725011093114,1.35766152748129e-12,1.15469390604303e-11
"208894_at",-8.03723250547627,1.36890950532828e-12,1.16382752367501e-11
"240154_at",-8.06301155044783,1.37991762412565e-12,1.17275050404138e-11
"231118_at",-8.15991071610048,1.38096271132769e-12,1.17276707048141e-11
"238581_at",-8.31540548497908,1.3806605572651e-12,1.17276707048141e-11
"231892_at",7.85893540600218,1.38570299518192e-12,1.17635588343766e-11
"1568634_a_at",7.85610553372527,1.40621208398614e-12,1.19332357553852e-11
"231003_at",7.92635439206119,1.41550645888169e-12,1.20076530840594e-11
"206042_x_at",-7.87605845895275,1.42621969068585e-12,1.20940468394459e-11
"219113_x_at",-8.04740255968683,1.45222670758214e-12,1.23100166057833e-11
"207753_at",-7.88905443386933,1.46406631096234e-12,1.24057786334601e-11
"227177_at",8.08513374871423,1.46987624342486e-12,1.24503961804173e-11
"204471_at",-8.77837178194359,1.47600615356398e-12,1.24976900155529e-11
"241370_at",-7.87124033248511,1.47687567739145e-12,1.2500424404864e-11
"212728_at",8.04310889843787,1.47960599518755e-12,1.25142711205396e-11
"229390_at",-7.87053673117418,1.47910370716471e-12,1.25142711205396e-11
"212938_at",-8.10762056878331,1.48071369968353e-12,1.25190100967698e-11
"236843_at",-8.6190857460437,1.49509760437417e-12,1.26359505587721e-11
"227920_at",8.10891821254204,1.50652487978252e-12,1.27278256374681e-11
"210390_s_at",8.2384707325534,1.52083099392947e-12,1.28439456540499e-11
"219197_s_at",-8.27212972617995,1.52479068787495e-12,1.28726330866372e-11
"236565_s_at",-7.84785717632177,1.53094418616625e-12,1.29198131135137e-11
"231431_s_at",-8.00789575043381,1.55943810152425e-12,1.31554221253632e-11
"228461_at",-7.87322319070157,1.58133748814871e-12,1.33352464432009e-11
"226893_at",-7.97334976711079,1.60488977737618e-12,1.35288718056001e-11
"222904_s_at",8.09309767626083,1.61346447719106e-12,1.35961431810462e-11
"210794_s_at",-8.19441460251861,1.61985888156421e-12,1.36409927265164e-11
"218510_x_at",7.84538368746962,1.61997972213461e-12,1.36409927265164e-11
"226497_s_at",-7.94718190493471,1.62650416215948e-12,1.36908907576692e-11
"228221_at",7.98541530056635,1.62748150856968e-12,1.36940772998486e-11
"239670_at",7.82835804736456,1.63105304964111e-12,1.37190817378787e-11
"1554541_a_at",7.84908838207918,1.63478626842825e-12,1.37454271907919e-11
"221879_at",8.19079849535788,1.63572791598189e-12,1.374829012808e-11
"204798_at",8.32684583398746,1.66916196265241e-12,1.40241491865762e-11
"211892_s_at",-8.39986814138197,1.67899692145208e-12,1.41016010259306e-11
"244385_at",7.83664231934651,1.69337107960162e-12,1.42171059436450e-11
"204623_at",8.27678109764948,1.6974277678066e-12,1.42459350641237e-11
"205431_s_at",7.85413424970937,1.70161903869926e-12,1.42758721258445e-11
"204424_s_at",-8.76837870862013,1.7149994896107e-12,1.43828523386126e-11
"205796_at",-8.0008215536703,1.73029206683309e-12,1.45057842992935e-11
"212187_x_at",-8.01126782165895,1.73282107110527e-12,1.45216628421317e-11
"222462_s_at",-7.81656726468236,1.74318110136421e-12,1.45985645038044e-11
"226347_at",-7.81574586738341,1.7432741434145e-12,1.45985645038044e-11
"230728_at",-7.81334331224257,1.77400189368836e-12,1.48504477703708e-11
"202720_at",-7.8240322550747,1.8114020363207e-12,1.51579819138874e-11
"215039_at",-8.22594387927596,1.82014434634645e-12,1.52255673741563e-11
"213040_s_at",-8.37499801062394,1.82399871994048e-12,1.52522306124456e-11
"220951_s_at",7.93549041322425,1.84537605012327e-12,1.54253473195611e-11
"229491_at",-7.84466521806567,1.85352433567799e-12,1.54877974267284e-11
"202488_s_at",7.8744110630325,1.86142991478783e-12,1.55481746352073e-11
"202822_at",-8.13655650301688,1.86735521724843e-12,1.5591972916565e-11
"202889_x_at",8.06397773507197,1.87425878109915e-12,1.56439044977144e-11
"211661_x_at",-7.92155177986883,1.87723932232418e-12,1.56630657794798e-11
"203705_s_at",-7.79866194221976,1.91426288538672e-12,1.59603325515109e-11
"229130_at",-8.2460877559632,1.91360824560574e-12,1.59603325515109e-11
"239319_at",7.8045265085229,1.92546571618921e-12,1.60478866360231e-11
"212915_at",-7.80823035544666,1.93155662729854e-12,1.60927869094053e-11
"227312_at",-7.8089520387245,1.96700901525877e-12,1.63821908881894e-11
"206049_at",-8.37089559806731,1.97977617893155e-12,1.64825195530268e-11
"230093_at",7.9216593467931,2.00898483291433e-12,1.67196081254552e-11
"201864_at",-7.8024495311992,2.0104854445515e-12,1.67260102280439e-11
"219789_at",-8.65841724597158,2.01856795538331e-12,1.67871451416787e-11
"225320_at",8.0558250468827,2.01986637184717e-12,1.67918371225536e-11
"202222_s_at",-8.57288837648227,2.02151984174141e-12,1.67994763010996e-11
"203060_s_at",7.81342598869251,2.04588272940077e-12,1.69957639017056e-11
"224357_s_at",-8.13354623032538,2.05398312107975e-12,1.70568605588576e-11
"209823_x_at",-7.86083009024892,2.05978573522604e-12,1.70988383900615e-11
"235148_at",8.09316624834885,2.0810888996352e-12,1.72694133289757e-11
"242874_at",7.82993769661766,2.08940468782329e-12,1.73321310157848e-11
"205819_at",-8.33943809248742,2.09395044164466e-12,1.73635411894175e-11
"218088_s_at",-7.87970403438735,2.12206486532326e-12,1.75902948423135e-11
"224942_at",-8.1285485283171,2.12747774931898e-12,1.76287739590308e-11
"203254_s_at",-7.97784289652456,2.13360435645381e-12,1.7673137135856e-11
"228989_at",7.79435408905577,2.1414204762492e-12,1.77314577450468e-11
"218175_at",-7.7813368793328,2.15132406271695e-12,1.78070145907842e-11
"201735_s_at",7.88153284477574,2.1554719288449e-12,1.78348925516218e-11
"213365_at",7.9593504139837,2.169846058172e-12,1.79473343039399e-11
"229487_at",-8.34132836259139,2.17155360888308e-12,1.7954964220953e-11
"200762_at",-7.7790553335835,2.17355288029967e-12,1.79649997732033e-11
"215382_x_at",-7.80757905753449,2.19991942082251e-12,1.81763573533999e-11
"232299_at",7.82887305072056,2.22498802018977e-12,1.83720896596717e-11
"236055_at",7.77439080538466,2.2252159316699e-12,1.83720896596717e-11
"218031_s_at",-7.78622036443204,2.22761082870288e-12,1.83852254249134e-11
"205483_s_at",-7.83658293944173,2.22841722122623e-12,1.83852459774329e-11
"225652_at",8.12952008776364,2.22982231264981e-12,1.83902042157595e-11
"236234_at",-8.56003852197301,2.23487055327571e-12,1.84251945037547e-11
"235099_at",8.02674534242691,2.27181246862036e-12,1.87230094260712e-11
"224497_x_at",-7.85508756066266,2.28149591964867e-12,1.87960416723217e-11
"228410_at",-7.90775577468055,2.29593925147485e-12,1.89082213472199e-11
"226654_at",7.82153090808199,2.30486159623044e-12,1.89748685046041e-11
"200617_at",8.00072796903191,2.30822063090532e-12,1.89956839974108e-11
"201209_at",7.94096459860973,2.32627414688316e-12,1.91373704097906e-11
"209543_s_at",-8.09456956516972,2.33883530913252e-12,1.92337876734486e-11
"1558501_at",-7.97612897989766,2.34386315445031e-12,1.92682064494172e-11
"228854_at",-8.64923965541612,2.36243767932819e-12,1.94139237248422e-11
"213103_at",-7.87986812736862,2.36882024649252e-12,1.94593818381048e-11
"227756_at",7.76051804623104,2.38285974450092e-12,1.95676848677688e-11
"205782_at",-8.60251300737076,2.43223048897765e-12,1.99659408768553e-11
"202082_s_at",-7.87208189046104,2.47148586801272e-12,2.02809048444388e-11
"50965_at",7.8184434238318,2.48574136991482e-12,2.03905685545021e-11
"242418_at",-8.03557456985398,2.50388680218404e-12,2.05320513323589e-11
"237004_at",7.99206408857735,2.52347013427093e-12,2.06852193443642e-11
"209712_at",7.85393893273158,2.53589148570813e-12,2.07795909273181e-11
"210150_s_at",-7.86509382397886,2.56852168070236e-12,2.10394308157819e-11
"209702_at",-7.79924767384089,2.61534484742135e-12,2.14153013464111e-11
"209760_at",-7.75689917492522,2.64511120567497e-12,2.16512860679264e-11
"219395_at",7.86739910093865,2.66840865415249e-12,2.18341702756592e-11
"232125_at",-7.93636222306489,2.6810631423956e-12,2.19298691225277e-11
"226455_at",7.77379266456795,2.68482724691953e-12,2.19528062699498e-11
"202767_at",-7.79127984646446,2.70741823067218e-12,2.21296121999545e-11
"235183_at",-8.69493275676825,2.74838207141471e-12,2.24564122805482e-11
"229139_at",7.90736118409706,2.76547264702062e-12,2.25800404163253e-11
"232653_at",-7.90594792054057,2.7654872411949e-12,2.25800404163253e-11
"226498_at",-7.80776842459935,2.79823360017718e-12,2.28392585424882e-11
"226795_at",-7.7898025983271,2.8178074119089e-12,2.29908153800772e-11
"228980_at",7.849706991384,2.86718889824361e-12,2.33853816343907e-11
"215813_s_at",-7.72203993836773,2.88192369350356e-12,2.3497181771988e-11
"208071_s_at",-7.98083841288451,2.89434656978508e-12,2.35900591771151e-11
"229644_at",7.82034510420005,2.9348742545543e-12,2.39118540084278e-11
"226912_at",8.00782244283932,2.93610598228562e-12,2.39133703044417e-11
"208682_s_at",-7.76594407755494,2.99316301969893e-12,2.43693977431522e-11
"201563_at",7.72465821796008,3.05948700998652e-12,2.49005223908867e-11
"205551_at",-8.17002730397908,3.07121270972766e-12,2.49870632057885e-11
"227826_s_at",-8.43689032989265,3.08674406457115e-12,2.51044938679738e-11
"200709_at",-7.73418162573092,3.09957481724537e-12,2.51998848455036e-11
"226978_at",7.97422561553743,3.1237751203111e-12,2.53797104522291e-11
"227082_at",-7.7263367659457,3.12391276445234e-12,2.53797104522291e-11
"201012_at",-7.73124326516116,3.16652528178829e-12,2.57167731514553e-11
"206628_at",8.09376664131787,3.17457212326541e-12,2.57729728289244e-11
"202366_at",7.70863013326318,3.18052756537957e-12,2.58121594819839e-11
"212484_at",-7.74206056905915,3.20573749111655e-12,2.60075262227156e-11
"205979_at",7.72358861115691,3.2241523502009e-12,2.61476468968421e-11
"202719_s_at",-7.75931122442205,3.24551299127234e-12,2.63115498441682e-11
"205203_at",7.70872007175228,3.32567556216286e-12,2.69518781384354e-11
"224189_x_at",7.94221998443571,3.35036484300504e-12,2.714234642562e-11
"228390_at",-7.6971731923953,3.36760784249441e-12,2.7272376543147e-11
"1566482_at",-8.4085678593013,3.37470627990016e-12,2.73201885385192e-11
"220442_at",7.77097093294671,3.39581229111749e-12,2.74813259369629e-11
"238732_at",-8.5324332758279,3.43495996704048e-12,2.77883036597862e-11
"1556051_a_at",-7.72263436831269,3.4382850936083e-12,2.7805367783176e-11
"206420_at",-7.96294703101072,3.48122090026064e-12,2.81426376772573e-11
"222457_s_at",7.78584127987273,3.48365705247415e-12,2.81523804911957e-11
"200808_s_at",-7.70879832399873,3.51849194064392e-12,2.84238469383703e-11
"213939_s_at",-7.69623681301959,3.53790029370636e-12,2.85705436854041e-11
"210303_at",-8.59344560775646,3.54345240915644e-12,2.86052794201934e-11
"1554008_at",-8.23525562453227,3.57707462058325e-12,2.88665125521309e-11
"203741_s_at",-7.74446775988054,3.58480596655986e-12,2.89186992787386e-11
"231202_at",-7.69272202040447,3.71524011654542e-12,2.99603460738342e-11
"219902_at",-8.31399322890578,3.71754519701825e-12,2.99683675205524e-11
"204597_x_at",-7.71158581760781,3.74639548493511e-12,3.01902976534411e-11
"225540_at",-8.0300804029665,3.75086164469631e-12,3.02114467810534e-11
"229011_at",-7.67529500671489,3.7516619526975e-12,3.02114467810534e-11
"240184_at",7.70129583497873,3.76026283484796e-12,3.02700496420179e-11
"204428_s_at",-8.03928929181259,3.78297698003897e-12,3.04421828055916e-11
"222712_s_at",8.02024874059997,3.87669826315771e-12,3.11853989723591e-11
"218421_at",-7.66788054958141,3.88826473674472e-12,3.12674453338086e-11
"209325_s_at",-7.94307813979327,3.93617393853003e-12,3.16415810102573e-11
"223571_at",-7.91679186289492,3.95588281987978e-12,3.17888405097156e-11
"201739_at",-7.77158513805397,3.9803707803387e-12,3.19743869850179e-11
"222934_s_at",-8.07777289801681,3.98550119150381e-12,3.20043582337402e-11
"236270_at",-8.16046605233053,3.99235408875909e-12,3.20481354896175e-11
"205709_s_at",7.67597539519224,3.99610127757889e-12,3.20669600765717e-11
"205073_at",7.94334372602226,4.00147956519486e-12,3.2098855719399e-11
"227629_at",7.74271312425369,4.00580495243223e-12,3.21222858562851e-11
"227526_at",-8.1562735453112,4.03080613567694e-12,3.23114393000111e-11
"1568604_a_at",7.78758272308294,4.10076020112706e-12,3.28606817798794e-11
"212917_x_at",-7.66224994365283,4.11186028577936e-12,3.29380892244393e-11
"205433_at",-8.5154940095295,4.1263139479077e-12,3.30422969147931e-11
"213974_at",-8.53547152060263,4.19082823841424e-12,3.35471619924864e-11
"211778_s_at",7.97068376035794,4.20241347673944e-12,3.36281302354902e-11
"229852_at",7.67400344265511,4.20418087205418e-12,3.36305059614827e-11
"225731_at",-7.65109129517259,4.21721923597946e-12,3.37230083660316e-11
"1560031_at",-7.8227352251127,4.22877795573897e-12,3.38036182620588e-11
"209173_at",8.30098179082497,4.23777435114173e-12,3.38636965096476e-11
"1552502_s_at",7.72870037874541,4.3270446193376e-12,3.45649704660325e-11
"204931_at",-7.93523383285747,4.34499057806666e-12,3.46962061872851e-11
"212641_at",-7.73479670335564,4.35826349075993e-12,3.47779085951429e-11
"224859_at",-7.78070876138483,4.35770718752062e-12,3.47779085951429e-11
"213248_at",7.64430319129861,4.38386455009223e-12,3.49699973005264e-11
"1562921_at",7.65482390735836,4.39594130415082e-12,3.50541065641315e-11
"53720_at",-7.67174919783622,4.41425210152539e-12,3.51878513635015e-11
"220037_s_at",-8.46148424144016,4.49686552286776e-12,3.58339074940717e-11
"207601_at",7.64166481521371,4.52174357141055e-12,3.60196013508043e-11
"202037_s_at",-8.51210676384,4.56936076363146e-12,3.63862397856029e-11
"201133_s_at",-7.63718599957094,4.61014232149758e-12,3.66982091516358e-11
"210159_s_at",7.65600615592656,4.6757950786888e-12,3.72078752434283e-11
"220146_at",-8.22441997212676,4.68303482979819e-12,3.72525240199946e-11
"207222_at",7.69390527125447,4.70175422507331e-12,3.73884280693417e-11
"209588_at",7.80629222171082,4.70865706225185e-12,3.74303048361834e-11
"214845_s_at",-7.63743861366343,4.71792303201981e-12,3.749093111268e-11
"205022_s_at",-7.64936083701536,4.79437909449667e-12,3.8085255259166e-11
"203758_at",-7.66828236265118,4.8108174144371e-12,3.82025674542279e-11
"222448_s_at",7.68988282272423,4.85833157288275e-12,3.85581401629279e-11
"235329_at",7.68137530919585,4.85896632923298e-12,3.85581401629279e-11
"209012_at",-7.62702217919507,4.91537561647069e-12,3.89922443110248e-11
"205659_at",-7.84330875983714,5.00198003853114e-12,3.9665493578782e-11
"201562_s_at",7.63363350223069,5.04099321218779e-12,3.99610103163725e-11
"219895_at",-8.44229113575764,5.06233235941191e-12,4.01162650934686e-11
"210831_s_at",-7.86521563878612,5.15877478816571e-12,4.08663593368029e-11
"213488_at",-7.99123157655272,5.16607050907552e-12,4.09099835673674e-11
"216331_at",-7.93226635219571,5.18905639662638e-12,4.10777846281915e-11
"218086_at",7.66461843935112,5.22248740385205e-12,4.13281269640472e-11
"228058_at",7.82277608815836,5.23923370869407e-12,4.14463074776317e-11
"228459_at",7.63802377720665,5.2687156519139e-12,4.16651199720853e-11
"235295_at",-7.62511761649708,5.2762426332781e-12,4.17102208859558e-11
"211003_x_at",-7.96726359351047,5.28824830370049e-12,4.17906837268936e-11
"227927_at",-7.71972422051973,5.34606393490882e-12,4.22329817586752e-11
"205312_at",-7.9335982263249,5.41547709285726e-12,4.27665611580268e-11
"227405_s_at",-7.76456461196824,5.42581111577205e-12,4.28333794331055e-11
"222932_at",7.70768208341179,5.45702574674702e-12,4.30649340331623e-11
"226279_at",-7.60582704331373,5.51246951601793e-12,4.34874707938358e-11
"1554240_a_at",-7.82253873554549,5.57950082977016e-12,4.40010979230495e-11
"227735_s_at",7.61274938678643,5.58294613709708e-12,4.40130914013824e-11
"222545_s_at",7.67335952882911,5.61249732932754e-12,4.42308111377398e-11
"52255_s_at",-7.89229124645026,5.63220843705812e-12,4.43708601293556e-11
"235143_at",7.60477255112714,5.64117743560214e-12,4.44196710185621e-11
"240370_at",-8.01022799026343,5.64228877607883e-12,4.44196710185621e-11
"205128_x_at",-7.60762881104197,5.67117785256679e-12,4.46317403607028e-11
"218078_s_at",7.75647454601298,5.68436071301353e-12,4.47200995894804e-11
"212548_s_at",7.594919616855,5.71143587612871e-12,4.49176542252626e-11
"218350_s_at",7.73536738079801,5.73996672658348e-12,4.51265173726243e-11
"222775_s_at",7.68508979803258,5.80357329248321e-12,4.56109007557014e-11
"220468_at",7.73082189597457,5.82516739510965e-12,4.57648843442658e-11
"204814_at",7.60317483344626,5.82800543466775e-12,4.57714575174627e-11
"200887_s_at",-7.65084051636461,5.84847602459685e-12,4.59164595545932e-11
"201691_s_at",7.66365999824073,5.85128749715932e-12,4.59227676939031e-11
"202566_s_at",-7.89229930851172,5.90846817488687e-12,4.63397349655908e-11
"226969_at",-7.59396059599699,5.90715565567133e-12,4.63397349655908e-11
"210619_s_at",7.59026790951901,5.91486626198514e-12,4.63740114540967e-11
"229402_at",7.67995003609687,5.9352683314508e-12,4.6518021501124e-11
"204351_at",7.83620911546852,6.03808505059086e-12,4.73076413521799e-11
"203349_s_at",-7.62330888127957,6.10579690303009e-12,4.78217723192802e-11
"205567_at",-7.88493816682655,6.16278010261314e-12,4.82515511628766e-11
"201654_s_at",-7.79784819953216,6.34262686814547e-12,4.96426681979764e-11
"205776_at",7.59421442125461,6.36593160716506e-12,4.98080245829165e-11
"1557820_at",7.59714025220882,6.49775142995122e-12,5.08220161432915e-11
"212359_s_at",-7.76863263434873,6.52462344380536e-12,5.10147480888303e-11
"231166_at",-7.62812758698585,6.61532264796122e-12,5.17062299927796e-11
"55692_at",-7.568822398733,6.77691347509511e-12,5.29511483346174e-11
"209555_s_at",-8.01330708263021,6.80229197280446e-12,5.3131290101789e-11
"227209_at",-8.35128957383788,6.8128021556583e-12,5.31952151928663e-11
"204452_s_at",-7.8808619673532,6.92647164609176e-12,5.40643025754671e-11
"222548_s_at",-7.73373971341135,6.93289730916887e-12,5.40959950394719e-11
"218667_at",-7.56038046438571,6.97195891701505e-12,5.43822307067306e-11
"239260_at",-8.24247305284953,6.97832389830641e-12,5.44133199980456e-11
"225132_at",-7.56644844200312,6.98337408500421e-12,5.44341395105815e-11
"206767_at",-7.81403589761317,7.02989300440458e-12,5.47780759832139e-11
"213612_x_at",-7.61757614879197,7.04788518499584e-12,5.4899568862689e-11
"239183_at",-8.41456006416482,7.06743807598353e-12,5.50331320387277e-11
"204272_at",8.22143893376254,7.09897628070239e-12,5.52599004559781e-11
"222494_at",-7.55957457312575,7.14749493959815e-12,5.56186489515514e-11
"232584_at",-8.0249071247389,7.22278017606183e-12,5.61853682403177e-11
"239010_at",-8.20398235462074,7.24196369884611e-12,5.63154402559029e-11
"210568_s_at",-7.54566010414071,7.48244115887468e-12,5.81656795728973e-11
"229344_x_at",-7.71548547985522,7.57362029676416e-12,5.88544669340796e-11
"220595_at",-8.46592300243181,7.57666432641856e-12,5.88581226716007e-11
"217867_x_at",7.66350060102344,7.60749583087163e-12,5.90775652468707e-11
"1554436_a_at",7.95084255253203,7.71145936654669e-12,5.98645878183717e-11
"210832_x_at",-8.11621657653673,7.79387982432836e-12,6.04838926306039e-11
"210140_at",-7.82014706124418,7.839576575393e-12,6.08178820485881e-11
"228297_at",-7.55229792181911,7.85679356852849e-12,6.09307795565434e-11
"1556935_at",-8.14150817717797,7.8696948841587e-12,6.10101430510879e-11
"227456_s_at",7.55048488729941,7.87729165447215e-12,6.10483429812871e-11
"225544_at",7.54227379031563,7.92634106219594e-12,6.1407662632934e-11
"227827_at",-8.25087409866373,7.92904972845014e-12,6.1407845340215e-11
"219327_s_at",7.61487072303428,7.94234410027873e-12,6.14899829293753e-11
"219850_s_at",7.84832342470792,7.96152368930604e-12,6.16176131216342e-11
"208423_s_at",-8.27009970604436,7.98777758539645e-12,6.17998895054184e-11
"236035_at",-8.22280958816316,8.04361579627517e-12,6.22108533178266e-11
"208012_x_at",-7.58744191583194,8.10863827645323e-12,6.26925481347144e-11
"1554895_a_at",7.66659654280358,8.14246549730409e-12,6.29328103830161e-11
"204036_at",-7.52941100332927,8.22222157635306e-12,6.35277727875657e-11
"201578_at",-7.64274959499869,8.27120288233661e-12,6.38846369196347e-11
"204844_at",-7.71351250890759,8.28047545663385e-12,6.39346636371425e-11
"222725_s_at",-8.08470281178334,8.30788688273842e-12,6.4124661832004e-11
"227410_at",-7.52502775376828,8.32799116767305e-12,6.42581504739145e-11
"227346_at",-7.52685690146627,8.35544518047417e-12,6.44482398912122e-11
"201324_at",-7.54070314262018,8.38101668495428e-12,6.46236856321323e-11
"224811_at",-7.7965489718821,8.4204478457445e-12,6.49058450394933e-11
"226984_at",-7.77180472048688,8.46088473370767e-12,6.51955639689671e-11
"229021_at",7.53126322551695,8.47564804443543e-12,6.52873259603362e-11
"201732_s_at",7.60838910039939,8.60693055720233e-12,6.6253955517744e-11
"203699_s_at",-8.00624329936325,8.60635057677262e-12,6.6253955517744e-11
"211825_s_at",-7.84304631004143,8.63569808390263e-12,6.64530333710811e-11
"203823_at",-7.77228426054679,8.67594363600187e-12,6.6740272773415e-11
"227609_at",-7.51203570079551,8.83171323725888e-12,6.79156966160425e-11
"214119_s_at",-7.55675374719604,8.84834733102942e-12,6.80207406590396e-11
"203876_s_at",-8.03619807542059,8.88571531427967e-12,6.8285050147035e-11
"205158_at",7.51222078322471,8.93568692385251e-12,6.86460060290584e-11
"242979_at",-7.52988321651083,8.94760837953707e-12,6.8714507602422e-11
"222746_s_at",7.72193601514916,8.95337386163571e-12,6.87357033285024e-11
"238984_at",7.56703524775059,9.0146659227848e-12,6.91830233738552e-11
"223319_at",7.58850151946377,9.0197383831692e-12,6.91987309034148e-11
"234316_x_at",7.53541143259742,9.02688055398568e-12,6.92303012306011e-11
"213151_s_at",-7.51840421175661,9.04551452309772e-12,6.93499554620331e-11
