"","Term","Odds_ratio","p.value","p_adj"
"2481","GO_TOR_SIGNALING","0.32736251993068","0.123238904651047",0.663225385401601
"3328","GO_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND","0.223026417611713","0.123525673832493",0.663225385401601
"3714","GO_RESPONSE_TO_ESTROGEN","0.223026417611713","0.123525673832493",0.663225385401601
"3867","GO_REGULATION_OF_VIRAL_GENOME_REPLICATION","0.332590388116616","0.122900072632713",0.663225385401601
"3908","GO_FAT_CELL_DIFFERENTIATION","1.51118741974519","0.123352743623672",0.663225385401601
"4874","GO_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL","0.223026417611713","0.123525673832493",0.663225385401601
"6986","GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION","0.223026417611713","0.123525673832493",0.663225385401601
"7180","GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING","0.685541188918354","0.123572363476199",0.663225385401601
"8647","GO_P53_BINDING","0.332590388116616","0.122900072632713",0.663225385401601
"8945","GO_CATION_CHANNEL_ACTIVITY","1.66866260020936","0.123591995682861",0.663225385401601
"9092","GO_3_5_EXONUCLEASE_ACTIVITY","0.223026417611713","0.123525673832493",0.663225385401601
"9617","GO_NUCLEOSOME_BINDING","0.223026417611713","0.123525673832493",0.663225385401601
"2804","GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY","0.322295504255469","0.124114419606938",0.665681046361807
"4573","GO_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION","0.21835928238401","0.12418536762655",0.665713940966751
"2765","GO_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY","0.657084888047274","0.124455593177822",0.66681450053699
"429","GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY","0.213882638439569","0.125564831945139",0.669266418738206
"2383","GO_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION","0.213882638439569","0.125564831945139",0.669266418738206
"3727","GO_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY","0.317382029828188","0.125516610697835",0.669266418738206
"6315","GO_PROTEIN_TRANSPORT_ALONG_MICROTUBULE","0.213882638439569","0.125564831945139",0.669266418738206
"6716","GO_POSITIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION","0.317382029828188","0.125516610697835",0.669266418738206
"8143","GO_AZUROPHIL_GRANULE_LUMEN","0.213882638439569","0.125564831945139",0.669266418738206
"9278","GO_PALMITOYLTRANSFERASE_ACTIVITY","2.11007779206291","0.125183425077466",0.669266418738206
"9464","GO_PHOSPHATASE_REGULATOR_ACTIVITY","0.317382029828188","0.125516610697835",0.669266418738206
"10093","GO_ADENYLYLTRANSFERASE_ACTIVITY","2.11007779206291","0.125183425077466",0.669266418738206
"10226","GO_IMMUNE_RECEPTOR_ACTIVITY","2.11007779206291","0.125183425077466",0.669266418738206
"3576","GO_AMINO_ACID_ACTIVATION","0.209585056534107","0.127645644742672",0.679651849223424
"3821","GO_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE","0.209585056534107","0.127645644742672",0.679651849223424
"5637","GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS","0.493625642713875","0.128289435336517",0.682725798104335
"126","GO_OSTEOBLAST_DIFFERENTIATION","0.488965429815673","0.128424094844912",0.683088492051834
"4543","GO_COAGULATION","1.42989028560171","0.130078554710075",0.691530453119659
"373","GO_LEUKOCYTE_DIFFERENTIATION","0.643720910131282","0.131497149681742",0.698593670688335
"1151","GO_EMBRYO_IMPLANTATION","2.04183494090352","0.131543195318006",0.698593670688335
"3655","GO_POSITIVE_REGULATION_OF_MAPK_CASCADE","0.679657878850786","0.131656929534948",0.698749994550098
"6810","GO_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION","0.546295492531227","0.131708693354979",0.698749994550098
"2194","GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN","1.60483785305863","0.132565478286316",0.702207337534168
"4821","GO_DETECTION_OF_STIMULUS","1.60483785305863","0.132565478286316",0.702207337534168
"8557","GO_OXIDOREDUCTASE_COMPLEX","1.60483785305863","0.132565478286316",0.702207337534168
"1132","GO_SYNAPSE_ASSEMBLY","1.73147009036645","0.132779420228655",0.702254080931264
"3093","GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION","1.73147009036645","0.132779420228655",0.702254080931264
"3931","GO_REGULATION_OF_FAT_CELL_DIFFERENTIATION","1.73147009036645","0.132779420228655",0.702254080931264
"643","GO_ETHANOL_METABOLIC_PROCESS","2.21896352780801","0.133600662119958",0.704059723260179
"687","GO_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","2.21896352780801","0.133600662119958",0.704059723260179
"1992","GO_SENSORY_PERCEPTION_OF_PAIN","2.21896352780801","0.133600662119958",0.704059723260179
"2405","GO_REGULATION_OF_CYCLASE_ACTIVITY","2.21896352780801","0.133600662119958",0.704059723260179
"6751","GO_POSITIVE_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT","2.21896352780801","0.133600662119958",0.704059723260179
"7152","GO_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT","2.21896352780801","0.133600662119958",0.704059723260179
"8061","GO_STEREOCILIUM_BUNDLE","2.21896352780801","0.133600662119958",0.704059723260179
"2433","GO_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS","0.720790493412249","0.133718824558661",0.704321049765132
"261","GO_GLANDULAR_EPITHELIAL_CELL_DIFFERENTIATION","1.87665200791513","0.13383606124137",0.704577234756592
"1245","GO_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS","1.36740194826062","0.134633801736207",0.708377477090638
"2768","GO_CELLULAR_COMPONENT_MORPHOGENESIS","0.738272103087725","0.134695863378251",0.708377477090638
"257","GO_CHONDROCYTE_DEVELOPMENT","2.63406962830166","0.135616059001501",0.709583566991552
"608","GO_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS","2.63406962830166","0.135616059001501",0.709583566991552
"1788","GO_POLYOL_TRANSPORT","2.63406962830166","0.135616059001501",0.709583566991552
"2668","GO_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION","2.63406962830166","0.135616059001501",0.709583566991552
"4139","GO_CDP_DIACYLGLYCEROL_METABOLIC_PROCESS","2.63406962830166","0.135616059001501",0.709583566991552
"6365","GO_REGULATION_OF_PRESYNAPSE_ORGANIZATION","2.63406962830166","0.135616059001501",0.709583566991552
"6451","GO_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING","2.63406962830166","0.135616059001501",0.709583566991552
"6974","GO_POSITIVE_REGULATION_OF_SPROUTING_ANGIOGENESIS","2.63406962830166","0.135616059001501",0.709583566991552
"8837","GO_TRIGLYCERIDE_LIPASE_ACTIVITY","2.63406962830166","0.135616059001501",0.709583566991552
"9087","GO_MECHANOSENSITIVE_ION_CHANNEL_ACTIVITY","2.63406962830166","0.135616059001501",0.709583566991552
"4066","GO_POSITIVE_REGULATION_OF_EXOCYTOSIS","1.70338245153133","0.136183140816994",0.71218790189987
"4365","GO_BLOOD_VESSEL_MORPHOGENESIS","1.32511467838286","0.13792457033135",0.72092786863781
"871","GO_GLYCOSPHINGOLIPID_METABOLIC_PROCESS","1.97787184490854","0.138731608618046",0.722572186671374
"1518","GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION","1.97787184490854","0.138731608618046",0.722572186671374
"3674","GO_MUSCLE_ADAPTATION","1.97787184490854","0.138731608618046",0.722572186671374
"4378","GO_DIGESTIVE_TRACT_MORPHOGENESIS","1.97787184490854","0.138731608618046",0.722572186671374
"7786","GO_CAVEOLA","1.97787184490854","0.138731608618046",0.722572186671374
"8626","GO_AMYLOID_BETA_BINDING","1.97787184490854","0.138731608618046",0.722572186671374
"8738","GO_METALLOENDOPEPTIDASE_ACTIVITY","1.97787184490854","0.138731608618046",0.722572186671374
"8803","GO_PROTEIN_KINASE_ACTIVITY","0.727712172471677","0.139604798673884",0.72675159005548
"4933","GO_MUSCLE_CELL_DEVELOPMENT","1.67618619235077","0.140059554439387",0.728749586447287
"6223","GO_RESPONSE_TO_ALCOHOL","1.51014930928284","0.140887793276849",0.732687860631147
"5910","GO_DIVALENT_INORGANIC_CATION_TRANSPORT","1.3863090132036","0.141580617178909",0.735918278868712
"1224","GO_REGULATION_OF_CELL_SHAPE","0.465350604242316","0.142365627709629",0.738876888431329
"3419","GO_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","0.465350604242316","0.142365627709629",0.738876888431329
"3670","GO_REGULATION_OF_RNA_SPLICING","0.465350604242316","0.142365627709629",0.738876888431329
"1868","GO_STEROL_BIOSYNTHETIC_PROCESS","0.460192957268577","0.14254458883509",0.739359085015359
"3686","GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION","1.79655278629565","0.142602506807071",0.739359085015359
"2266","GO_REGULATION_OF_OSSIFICATION","0.455147428390689","0.143123385056835",0.741685311765264
"1056","GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY","0.611224239480667","0.143343162576189",0.742414039754082
"1149","GO_SEX_DIFFERENTIATION","0.607611531255779","0.143553138248623",0.742414039754082
"4229","GO_PROTEIN_AUTOPHOSPHORYLATION","0.607611531255779","0.143553138248623",0.742414039754082
"9587","GO_GTPASE_REGULATOR_ACTIVITY","0.607611531255779","0.143553138248623",0.742414039754082
"6641","GO_GLYCOSYL_COMPOUND_METABOLIC_PROCESS","0.450210401036217","0.144096386907533",0.744848510280459
"279","GO_STORE_OPERATED_CALCIUM_ENTRY","3.51038665524155","0.148598990435493",0.751112318288853
"311","GO_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE","0.445378412523875","0.145457736252354",0.751112318288853
"821","GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS","1.43119077120606","0.147108936617408",0.751112318288853
"831","GO_CREATINE_METABOLIC_PROCESS","3.51038665524155","0.148598990435493",0.751112318288853
"933","GO_PURINE_NUCLEOBASE_TRANSPORT","3.51038665524155","0.148598990435493",0.751112318288853
"982","GO_HYPEROSMOTIC_RESPONSE","3.51038665524155","0.148598990435493",0.751112318288853
"1051","GO_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"1201","GO_MINERALOCORTICOID_METABOLIC_PROCESS","3.51038665524155","0.148598990435493",0.751112318288853
"1203","GO_SPERMIDINE_METABOLIC_PROCESS","3.51038665524155","0.148598990435493",0.751112318288853
"1312","GO_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS","3.51038665524155","0.148598990435493",0.751112318288853
"1387","GO_RESPONSE_TO_HORMONE","0.76856616737914","0.147470060314464",0.751112318288853
"1814","GO_NUCLEOBASE_TRANSPORT","3.51038665524155","0.148598990435493",0.751112318288853
"2056","GO_HEMOGLOBIN_METABOLIC_PROCESS","3.51038665524155","0.148598990435493",0.751112318288853
"2215","GO_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY","3.51038665524155","0.148598990435493",0.751112318288853
"2417","GO_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY","0.576943284817423","0.147607816105363",0.751112318288853
"2949","GO_PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS","3.51038665524155","0.148598990435493",0.751112318288853
"3110","GO_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","3.51038665524155","0.148598990435493",0.751112318288853
"3111","GO_POSITIVE_REGULATION_OF_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY","3.51038665524155","0.148598990435493",0.751112318288853
"3337","GO_NODAL_SIGNALING_PATHWAY","3.51038665524155","0.148598990435493",0.751112318288853
"3604","GO_MYELIN_MAINTENANCE","3.51038665524155","0.148598990435493",0.751112318288853
"3669","GO_PIGMENT_ACCUMULATION","3.51038665524155","0.148598990435493",0.751112318288853
"3889","GO_APICAL_PROTEIN_LOCALIZATION","3.51038665524155","0.148598990435493",0.751112318288853
"4010","GO_POSITIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"4492","GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS","3.51038665524155","0.148598990435493",0.751112318288853
"4899","GO_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT","3.51038665524155","0.148598990435493",0.751112318288853
"5184","GO_MAMMARY_GLAND_FORMATION","3.51038665524155","0.148598990435493",0.751112318288853
"5392","GO_RETICULOPHAGY","3.51038665524155","0.148598990435493",0.751112318288853
"5547","GO_CELL_CELL_ADHESION_INVOLVED_IN_GASTRULATION","3.51038665524155","0.148598990435493",0.751112318288853
"6183","GO_ANTERIOR_HEAD_DEVELOPMENT","3.51038665524155","0.148598990435493",0.751112318288853
"6328","GO_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL","3.51038665524155","0.148598990435493",0.751112318288853
"7168","GO_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL","3.51038665524155","0.148598990435493",0.751112318288853
"7169","GO_REGULATION_OF_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL","3.51038665524155","0.148598990435493",0.751112318288853
"7322","GO_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN","3.51038665524155","0.148598990435493",0.751112318288853
"7916","GO_AXON","0.703042509732735","0.147192155861132",0.751112318288853
"8520","GO_CYTOPLASMIC_REGION","0.53203069936832","0.148326131799563",0.751112318288853
"8969","GO_CARBOHYDRATE_CATION_SYMPORTER_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"9138","GO_FMN_BINDING","3.51038665524155","0.148598990435493",0.751112318288853
"9166","GO_SULFATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"9196","GO_CHOLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"9275","GO_CARNITINE_O_ACYLTRANSFERASE_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"9290","GO_C_ACETYLTRANSFERASE_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"9415","GO_ACTIVIN_ACTIVATED_RECEPTOR_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"9775","GO_NEUREGULIN_BINDING","3.51038665524155","0.148598990435493",0.751112318288853
"10026","GO_PHOSPHATIDYLINOSITOL_KINASE_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"10198","GO_STEROL_TRANSFER_ACTIVITY","3.51038665524155","0.148598990435493",0.751112318288853
"6364","GO_POSTSYNAPSE_ORGANIZATION","1.57909509146269","0.149320907128199",0.754390082200557
"3997","GO_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS","0.52306275957021","0.14959665342031",0.755411616165194
"2519","GO_RESPONSE_TO_FOOD","2.10784891422941","0.149960805125706",0.755764195017726
"3014","GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION","2.10784891422941","0.149960805125706",0.755764195017726
"3616","GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT","2.10784891422941","0.149960805125706",0.755764195017726
"4689","GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION","2.10784891422941","0.149960805125706",0.755764195017726
"9437","GO_RAB_GTPASE_BINDING","1.56100190500689","0.151809878198886",0.764707826866483
"7726","GO_LATE_ENDOSOME","1.44612662155616","0.152299920146718",0.766424536906879
"9786","GO_PEPTIDE_BINDING","1.44612662155616","0.152299920146718",0.766424536906879
"6","GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY","0","0.163303127561717",0.768522113771682
"46","GO_RESPONSE_TO_OXYGEN_RADICAL","2.43125693766125","0.156716332279086",0.768522113771682
"57","GO_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION","0","0.165393085348753",0.768522113771682
"64","GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA","0","0.165393085348753",0.768522113771682
"230","GO_BLOOD_VESSEL_REMODELING","0","0.165393085348753",0.768522113771682
"267","GO_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION","0","0.163590942878482",0.768522113771682
"294","GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY","0","0.165393085348753",0.768522113771682
"301","GO_ADAPTIVE_IMMUNE_RESPONSE","0.595510460579182","0.16410148159874",0.768522113771682
"305","GO_LYMPHOCYTE_HOMEOSTASIS","0","0.163303127561717",0.768522113771682
"418","GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS","0.635228807748184","0.155942955873924",0.768522113771682
"425","GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY","0","0.163303127561717",0.768522113771682
"631","GO_AMINOGLYCAN_METABOLIC_PROCESS","1.63645566556742","0.162942171066998",0.768522113771682
"783","GO_GPI_ANCHOR_METABOLIC_PROCESS","1.80781279763729","0.164879722936916",0.768522113771682
"908","GO_SUPEROXIDE_METABOLIC_PROCESS","1.80781279763729","0.164879722936916",0.768522113771682
"1003","GO_MICROTUBULE_DEPOLYMERIZATION","0","0.163590942878482",0.768522113771682
"1025","GO_REGULATION_OF_SISTER_CHROMATID_COHESION","0","0.165393085348753",0.768522113771682
"1034","GO_NUCLEAR_MIGRATION","2.43125693766125","0.156716332279086",0.768522113771682
"1073","GO_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY","2.43125693766125","0.156716332279086",0.768522113771682
"1152","GO_PARTURITION","10.5228798469916","0.166110319596255",0.768522113771682
"1198","GO_ANDROGEN_METABOLIC_PROCESS","0","0.163303127561717",0.768522113771682
"1426","GO_RESPONSE_TO_IRON_ION","0","0.163590942878482",0.768522113771682
"1502","GO_MIRNA_METABOLIC_PROCESS","0","0.163590942878482",0.768522113771682
"1504","GO_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY","0","0.163590942878482",0.768522113771682
"1548","GO_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","0","0.163303127561717",0.768522113771682
"1554","GO_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS","10.5228798469916","0.166110319596255",0.768522113771682
"2095","GO_VESTIBULOCOCHLEAR_NERVE_MORPHOGENESIS","10.5228798469916","0.166110319596255",0.768522113771682
"2096","GO_VESTIBULOCOCHLEAR_NERVE_FORMATION","10.5228798469916","0.166110319596255",0.768522113771682
"2140","GO_FOREBRAIN_CELL_MIGRATION","0","0.163590942878482",0.768522113771682
"2163","GO_PITUITARY_GLAND_DEVELOPMENT","0","0.163303127561717",0.768522113771682
"2225","GO_NATURAL_KILLER_CELL_ACTIVATION","0","0.165393085348753",0.768522113771682
"2243","GO_HEPARIN_METABOLIC_PROCESS","10.5228798469916","0.166110319596255",0.768522113771682
"2411","GO_LYMPHOCYTE_COSTIMULATION","0","0.165393085348753",0.768522113771682
"2437","GO_REGULATION_OF_MRNA_3_END_PROCESSING","0","0.163590942878482",0.768522113771682
"2442","GO_CHROMATIN_DISASSEMBLY","0","0.165393085348753",0.768522113771682
"2479","GO_NEGATIVE_REGULATION_OF_SYNAPTIC_PLASTICITY","10.5228798469916","0.166110319596255",0.768522113771682
"2494","GO_NEGATIVE_REGULATION_OF_FATTY_ACID_BETA_OXIDATION","10.5228798469916","0.166110319596255",0.768522113771682
"2537","GO_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE","0","0.163590942878482",0.768522113771682
"2654","GO_INTERLEUKIN_10_PRODUCTION","0","0.163303127561717",0.768522113771682
"2674","GO_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION","2.43125693766125","0.156716332279086",0.768522113771682
"2733","GO_RESPONSE_TO_INSULIN","0.628164066848853","0.156257873005251",0.768522113771682
"2748","GO_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION","10.5228798469916","0.166110319596255",0.768522113771682
"2766","GO_PROTEIN_DNA_COMPLEX_DISASSEMBLY","0","0.165393085348753",0.768522113771682
"2769","GO_CELL_PART_MORPHOGENESIS","0.734080165291782","0.163766140416307",0.768522113771682
"2795","GO_NEGATIVE_REGULATION_OF_RNA_SPLICING","0","0.163303127561717",0.768522113771682
"2836","GO_SECRETION_OF_LYSOSOMAL_ENZYMES","10.5228798469916","0.166110319596255",0.768522113771682
"2878","GO_NUCLEOTIDE_EXCISION_REPAIR_DNA_INCISION","0","0.163590942878482",0.768522113771682
"2893","GO_STRESS_GRANULE_ASSEMBLY","0","0.163303127561717",0.768522113771682
"2899","GO_RESPONSE_TO_CYTOKINE","0.788530957630316","0.155849594319798",0.768522113771682
"2945","GO_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY","0","0.163590942878482",0.768522113771682
"3005","GO_TOOTH_MINERALIZATION","2.43125693766125","0.156716332279086",0.768522113771682
"3358","GO_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","2.43125693766125","0.156716332279086",0.768522113771682
"3585","GO_AMINO_ACID_IMPORT","0","0.165393085348753",0.768522113771682
"3586","GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE","0","0.163303127561717",0.768522113771682
"3679","GO_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY","1.80781279763729","0.164879722936916",0.768522113771682
"3704","GO_TONGUE_MORPHOGENESIS","10.5228798469916","0.166110319596255",0.768522113771682
"3808","GO_RELAXATION_OF_SMOOTH_MUSCLE","10.5228798469916","0.166110319596255",0.768522113771682
"3929","GO_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION","0.740556679438693","0.163191220877588",0.768522113771682
"3944","GO_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION","0.424701761716128","0.156730635202833",0.768522113771682
"3992","GO_POSITIVE_REGULATION_OF_GLUCONEOGENESIS","2.43125693766125","0.156716332279086",0.768522113771682
"4046","GO_POSITIVE_REGULATION_OF_PROTEOLYSIS","0.655523946585636","0.160202457450355",0.768522113771682
"4080","GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I","0","0.163590942878482",0.768522113771682
"4107","GO_CGMP_METABOLIC_PROCESS","10.5228798469916","0.166110319596255",0.768522113771682
"4114","GO_PYRIMIDINE_RIBONUCLEOSIDE_METABOLIC_PROCESS","10.5228798469916","0.166110319596255",0.768522113771682
"4194","GO_NEGATIVE_REGULATION_OF_ORGAN_GROWTH","2.43125693766125","0.156716332279086",0.768522113771682
"4270","GO_NONASSOCIATIVE_LEARNING","10.5228798469916","0.166110319596255",0.768522113771682
"4531","GO_RNA_DESTABILIZATION","0","0.163590942878482",0.768522113771682
"4534","GO_ACTIVATED_T_CELL_PROLIFERATION","0","0.163590942878482",0.768522113771682
"4537","GO_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY","1.52602747685618","0.157868786949907",0.768522113771682
"4540","GO_SYNAPSE_ORGANIZATION","1.3774622606214","0.154744854583638",0.768522113771682
"4601","GO_NEGATIVE_REGULATION_OF_CHEMOTAXIS","0","0.163590942878482",0.768522113771682
"4609","GO_THERMOCEPTION","10.5228798469916","0.166110319596255",0.768522113771682
"4641","GO_POSITIVE_REGULATION_OF_TRANSPORT","1.22449992464021","0.159816207984831",0.768522113771682
"4684","GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION","0","0.165393085348753",0.768522113771682
"4746","GO_REGULATION_OF_TRANSFERASE_ACTIVITY","0.787120490757556","0.160121760879437",0.768522113771682
"4788","GO_REGULATION_OF_FILOPODIUM_ASSEMBLY","0","0.163590942878482",0.768522113771682
"4831","GO_NUCLEUS_LOCALIZATION","2.43125693766125","0.156716332279086",0.768522113771682
"4867","GO_MEDIUM_CHAIN_FATTY_ACID_CATABOLIC_PROCESS","10.5228798469916","0.166110319596255",0.768522113771682
"5010","GO_INHIBITORY_POSTSYNAPTIC_POTENTIAL","10.5228798469916","0.166110319596255",0.768522113771682
"5061","GO_LONG_TERM_SYNAPTIC_POTENTIATION","1.86108334081464","0.155439218869965",0.768522113771682
"5148","GO_ACROSOMAL_VESICLE_EXOCYTOSIS","10.5228798469916","0.166110319596255",0.768522113771682
"5206","GO_URETERIC_BUD_ELONGATION","10.5228798469916","0.166110319596255",0.768522113771682
"5227","GO_PARENTAL_BEHAVIOR","10.5228798469916","0.166110319596255",0.768522113771682
"5262","GO_NEGATIVE_REGULATION_OF_GENE_SILENCING","0","0.163303127561717",0.768522113771682
"5326","GO_FUNGIFORM_PAPILLA_DEVELOPMENT","10.5228798469916","0.166110319596255",0.768522113771682
"5327","GO_FUNGIFORM_PAPILLA_MORPHOGENESIS","10.5228798469916","0.166110319596255",0.768522113771682
"5379","GO_CALCIUM_ACTIVATED_PHOSPHOLIPID_SCRAMBLING","10.5228798469916","0.166110319596255",0.768522113771682
"5420","GO_POSITIVE_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION","0","0.163303127561717",0.768522113771682
"5460","GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION","0","0.163303127561717",0.768522113771682
"5461","GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_CHROMOSOME","0","0.165393085348753",0.768522113771682
"5468","GO_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS","0","0.163590942878482",0.768522113771682
"5480","GO_SOMATOSTATIN_SECRETION","10.5228798469916","0.166110319596255",0.768522113771682
"5493","GO_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT","0","0.163303127561717",0.768522113771682
"5494","GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE","1.59954082552524","0.154406747802684",0.768522113771682
"5511","GO_DNA_CYTOSINE_DEAMINATION","10.5228798469916","0.166110319596255",0.768522113771682
"5535","GO_PROTEIN_K63_LINKED_DEUBIQUITINATION","0","0.163590942878482",0.768522113771682
"5632","GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST","0.41344666680832","0.157739875978742",0.768522113771682
"5701","GO_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL","2.43125693766125","0.156716332279086",0.768522113771682
"5717","GO_CELLULAR_RESPONSE_TO_UV_B","10.5228798469916","0.166110319596255",0.768522113771682
"5857","GO_MESONEPHRIC_DUCT_DEVELOPMENT","10.5228798469916","0.166110319596255",0.768522113771682
"5939","GO_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION","10.5228798469916","0.166110319596255",0.768522113771682
"5945","GO_LAMELLIPODIUM_MORPHOGENESIS","0","0.163303127561717",0.768522113771682
"5951","GO_THYMOCYTE_MIGRATION","10.5228798469916","0.166110319596255",0.768522113771682
